"dgp","idx_d","d","truth_seed","row","col","A_base"
"dgp1",6,30,20270006,3,15,0
"dgp1",6,30,20270006,4,15,0
"dgp1",6,30,20270006,5,15,0.181550160207955
"dgp1",6,30,20270006,6,15,0
"dgp1",6,30,20270006,7,15,0
"dgp1",6,30,20270006,8,15,0
"dgp1",6,30,20270006,9,15,0
"dgp1",6,30,20270006,10,15,0
"dgp1",6,30,20270006,11,15,0
"dgp1",6,30,20270006,12,15,0.181550160207955
"dgp1",6,30,20270006,13,15,0
"dgp1",6,30,20270006,14,15,0
"dgp1",6,30,20270006,15,15,0.181550160207955
"dgp1",6,30,20270006,16,15,0
"dgp1",6,30,20270006,17,15,0
"dgp1",6,30,20270006,18,15,0
"dgp1",6,30,20270006,19,15,0
"dgp1",6,30,20270006,20,15,0
"dgp1",6,30,20270006,21,15,0
"dgp1",6,30,20270006,22,15,0
"dgp1",6,30,20270006,23,15,0
"dgp1",6,30,20270006,24,15,0.181550160207955
"dgp1",6,30,20270006,25,15,0
"dgp1",6,30,20270006,26,15,0
"dgp1",6,30,20270006,27,15,0
"dgp1",6,30,20270006,28,15,0
"dgp1",6,30,20270006,29,15,0
"dgp1",6,30,20270006,30,15,0
"dgp1",6,30,20270006,1,16,0
"dgp1",6,30,20270006,2,16,0
"dgp1",6,30,20270006,3,16,0
"dgp1",6,30,20270006,4,16,0
"dgp1",6,30,20270006,5,16,0
"dgp1",6,30,20270006,6,16,0
"dgp1",6,30,20270006,7,16,0
"dgp1",6,30,20270006,8,16,0
"dgp1",6,30,20270006,9,16,0
"dgp1",6,30,20270006,10,16,0
"dgp1",6,30,20270006,11,16,0
"dgp1",6,30,20270006,12,16,0
"dgp1",6,30,20270006,13,16,0
"dgp1",6,30,20270006,14,16,0
"dgp1",6,30,20270006,15,16,0
"dgp1",6,30,20270006,16,16,0.181550160207955
"dgp1",6,30,20270006,17,16,0.181550160207955
"dgp1",6,30,20270006,18,16,0
"dgp1",6,30,20270006,19,16,0
"dgp1",6,30,20270006,20,16,0
"dgp1",6,30,20270006,21,16,0
"dgp1",6,30,20270006,22,16,0
"dgp1",6,30,20270006,23,16,0
"dgp1",6,30,20270006,24,16,0.181550160207955
"dgp1",6,30,20270006,25,16,0.181550160207955
"dgp1",6,30,20270006,26,16,0
"dgp1",6,30,20270006,27,16,0
"dgp1",6,30,20270006,28,16,0
"dgp1",6,30,20270006,29,16,0
"dgp1",6,30,20270006,30,16,0
"dgp1",6,30,20270006,1,17,0
"dgp1",6,30,20270006,2,17,0
"dgp1",6,30,20270006,3,17,0
"dgp1",6,30,20270006,4,17,0
"dgp1",6,30,20270006,5,17,0.181550160207955
"dgp1",6,30,20270006,6,17,0
"dgp1",6,30,20270006,7,17,0
"dgp1",6,30,20270006,8,17,0
"dgp1",6,30,20270006,9,17,0
"dgp1",6,30,20270006,10,17,0
"dgp1",6,30,20270006,11,17,0
"dgp1",6,30,20270006,12,17,0
"dgp1",6,30,20270006,13,17,0
"dgp1",6,30,20270006,14,17,0
"dgp1",6,30,20270006,15,17,0
"dgp1",6,30,20270006,16,17,0
"dgp1",6,30,20270006,17,17,0.181550160207955
"dgp1",6,30,20270006,18,17,0
"dgp1",6,30,20270006,19,17,0
"dgp1",6,30,20270006,20,17,0
"dgp1",6,30,20270006,21,17,0
"dgp1",6,30,20270006,22,17,0
"dgp1",6,30,20270006,23,17,0
"dgp1",6,30,20270006,24,17,0
"dgp1",6,30,20270006,25,17,0
"dgp1",6,30,20270006,26,17,0
"dgp1",6,30,20270006,27,17,0
"dgp1",6,30,20270006,28,17,0.181550160207955
"dgp1",6,30,20270006,29,17,0
"dgp1",6,30,20270006,30,17,0
"dgp1",6,30,20270006,1,18,0
"dgp1",6,30,20270006,2,18,0
"dgp1",6,30,20270006,3,18,0
"dgp1",6,30,20270006,4,18,0
"dgp1",6,30,20270006,5,18,0
"dgp1",6,30,20270006,6,18,0
"dgp1",6,30,20270006,7,18,0
"dgp1",6,30,20270006,8,18,0
"dgp1",6,30,20270006,9,18,0
"dgp1",6,30,20270006,10,18,0
"dgp1",6,30,20270006,11,18,0
"dgp1",6,30,20270006,12,18,0
"dgp1",6,30,20270006,13,18,0
"dgp1",6,30,20270006,14,18,0.181550160207955
"dgp1",6,30,20270006,15,18,0
"dgp1",6,30,20270006,16,18,0
"dgp1",6,30,20270006,17,18,0
"dgp1",6,30,20270006,18,18,0.181550160207955
"dgp1",6,30,20270006,19,18,0.181550160207955
"dgp1",6,30,20270006,20,18,0
"dgp1",6,30,20270006,21,18,0
"dgp1",6,30,20270006,22,18,0
"dgp1",6,30,20270006,23,18,0
"dgp1",6,30,20270006,24,18,0
"dgp1",6,30,20270006,25,18,0
"dgp1",6,30,20270006,26,18,0
"dgp1",6,30,20270006,27,18,0
"dgp1",6,30,20270006,28,18,0
"dgp1",6,30,20270006,29,18,0
"dgp1",6,30,20270006,30,18,0
"dgp1",6,30,20270006,1,19,0
"dgp1",6,30,20270006,2,19,0
"dgp1",6,30,20270006,3,19,0
"dgp1",6,30,20270006,4,19,0
"dgp1",6,30,20270006,5,19,0.181550160207955
"dgp1",6,30,20270006,6,19,0
"dgp1",6,30,20270006,7,19,0
"dgp1",6,30,20270006,8,19,0
"dgp1",6,30,20270006,9,19,0
"dgp1",6,30,20270006,10,19,0
"dgp1",6,30,20270006,11,19,0
"dgp1",6,30,20270006,12,19,0
"dgp1",6,30,20270006,13,19,0.181550160207955
"dgp1",6,30,20270006,14,19,0
"dgp1",6,30,20270006,15,19,0
"dgp1",6,30,20270006,16,19,0
"dgp1",6,30,20270006,17,19,0
"dgp1",6,30,20270006,18,19,0
"dgp1",6,30,20270006,19,19,0.181550160207955
"dgp1",6,30,20270006,20,19,0
"dgp1",6,30,20270006,21,19,0
"dgp1",6,30,20270006,22,19,0.181550160207955
"dgp1",6,30,20270006,23,19,0
"dgp1",6,30,20270006,24,19,0.181550160207955
"dgp1",6,30,20270006,25,19,0
"dgp1",6,30,20270006,26,19,0
"dgp1",6,30,20270006,27,19,0.181550160207955
"dgp1",6,30,20270006,28,19,0
"dgp1",6,30,20270006,29,19,0
"dgp1",6,30,20270006,30,19,0
"dgp1",6,30,20270006,1,20,0
"dgp1",6,30,20270006,2,20,0
"dgp1",6,30,20270006,3,20,0
"dgp1",6,30,20270006,4,20,0
"dgp1",6,30,20270006,5,20,0
"dgp1",6,30,20270006,6,20,0
"dgp1",6,30,20270006,7,20,0
"dgp1",6,30,20270006,8,20,0
"dgp1",6,30,20270006,9,20,0
"dgp1",6,30,20270006,10,20,0
"dgp1",6,30,20270006,11,20,0
"dgp1",6,30,20270006,12,20,0
"dgp1",6,30,20270006,13,20,0
"dgp1",6,30,20270006,14,20,0
"dgp1",6,30,20270006,15,20,0
"dgp1",6,30,20270006,16,20,0.181550160207955
"dgp1",6,30,20270006,17,20,0
"dgp1",6,30,20270006,18,20,0
"dgp1",6,30,20270006,19,20,0.181550160207955
"dgp1",6,30,20270006,20,20,0.181550160207955
"dgp1",6,30,20270006,21,20,0
"dgp1",6,30,20270006,22,20,0
"dgp1",6,30,20270006,23,20,0
"dgp1",6,30,20270006,24,20,0.181550160207955
"dgp1",6,30,20270006,25,20,0
"dgp1",6,30,20270006,26,20,0.181550160207955
"dgp1",6,30,20270006,27,20,0
"dgp1",6,30,20270006,28,20,0
"dgp1",6,30,20270006,29,20,0
"dgp1",6,30,20270006,30,20,0
"dgp1",6,30,20270006,1,21,0
"dgp1",6,30,20270006,2,21,0
"dgp1",6,30,20270006,3,21,0
"dgp1",6,30,20270006,4,21,0
"dgp1",6,30,20270006,5,21,0
"dgp1",6,30,20270006,6,21,0
"dgp1",6,30,20270006,7,21,0
"dgp1",6,30,20270006,8,21,0
"dgp1",6,30,20270006,9,21,0
"dgp1",6,30,20270006,10,21,0
"dgp1",6,30,20270006,11,21,0
"dgp1",6,30,20270006,12,21,0
"dgp1",6,30,20270006,13,21,0
"dgp1",6,30,20270006,14,21,0
"dgp1",6,30,20270006,15,21,0
"dgp1",6,30,20270006,16,21,0
"dgp1",6,30,20270006,17,21,0
"dgp1",6,30,20270006,18,21,0
"dgp1",6,30,20270006,19,21,0
"dgp1",6,30,20270006,20,21,0
"dgp1",6,30,20270006,21,21,0.181550160207955
"dgp1",6,30,20270006,22,21,0
"dgp1",6,30,20270006,23,21,0
"dgp1",6,30,20270006,24,21,0.181550160207955
"dgp1",6,30,20270006,25,21,0
"dgp1",6,30,20270006,26,21,0
"dgp1",6,30,20270006,27,21,0
"dgp1",6,30,20270006,28,21,0
"dgp1",6,30,20270006,29,21,0
"dgp1",6,30,20270006,30,21,0
"dgp1",6,30,20270006,1,22,0
"dgp1",6,30,20270006,2,22,0
"dgp1",6,30,20270006,3,22,0
"dgp1",6,30,20270006,4,22,0
"dgp1",6,30,20270006,5,22,0
"dgp1",6,30,20270006,6,22,0
"dgp1",6,30,20270006,7,22,0
"dgp1",6,30,20270006,8,22,0
"dgp1",6,30,20270006,9,22,0
"dgp1",6,30,20270006,10,22,0
"dgp1",6,30,20270006,11,22,0
"dgp1",6,30,20270006,12,22,0
"dgp1",6,30,20270006,13,22,0
"dgp1",6,30,20270006,14,22,0
"dgp1",6,30,20270006,15,22,0.181550160207955
"dgp1",6,30,20270006,16,22,0
"dgp1",6,30,20270006,17,22,0
"dgp1",6,30,20270006,18,22,0
"dgp1",6,30,20270006,19,22,0
"dgp1",6,30,20270006,20,22,0
"dgp1",6,30,20270006,21,22,0.181550160207955
"dgp1",6,30,20270006,22,22,0.181550160207955
"dgp1",6,30,20270006,23,22,0
"dgp1",6,30,20270006,24,22,0.181550160207955
"dgp1",6,30,20270006,25,22,0
"dgp1",6,30,20270006,26,22,0
"dgp1",6,30,20270006,27,22,0
"dgp1",6,30,20270006,28,22,0
"dgp1",6,30,20270006,29,22,0
"dgp1",6,30,20270006,30,22,0
"dgp1",6,30,20270006,1,23,0
"dgp1",6,30,20270006,2,23,0
"dgp1",6,30,20270006,3,23,0
"dgp1",6,30,20270006,4,23,0
"dgp1",6,30,20270006,5,23,0
"dgp1",6,30,20270006,6,23,0
"dgp1",6,30,20270006,7,23,0
"dgp1",6,30,20270006,8,23,0
"dgp1",6,30,20270006,9,23,0
"dgp1",6,30,20270006,10,23,0
"dgp1",6,30,20270006,11,23,0
"dgp1",6,30,20270006,12,23,0
"dgp1",6,30,20270006,13,23,0
"dgp1",6,30,20270006,14,23,0
"dgp1",6,30,20270006,15,23,0.181550160207955
"dgp1",6,30,20270006,16,23,0
"dgp1",6,30,20270006,17,23,0
"dgp1",6,30,20270006,18,23,0
"dgp1",6,30,20270006,19,23,0
"dgp1",6,30,20270006,20,23,0
"dgp1",6,30,20270006,21,23,0
"dgp1",6,30,20270006,22,23,0.181550160207955
"dgp1",6,30,20270006,23,23,0.181550160207955
"dgp1",6,30,20270006,24,23,0
"dgp1",6,30,20270006,25,23,0
"dgp1",6,30,20270006,26,23,0
"dgp1",6,30,20270006,27,23,0
"dgp1",6,30,20270006,28,23,0
"dgp1",6,30,20270006,29,23,0
"dgp1",6,30,20270006,30,23,0
"dgp1",6,30,20270006,1,24,0
"dgp1",6,30,20270006,2,24,0
"dgp1",6,30,20270006,3,24,0
"dgp1",6,30,20270006,4,24,0
"dgp1",6,30,20270006,5,24,0
"dgp1",6,30,20270006,6,24,0
"dgp1",6,30,20270006,7,24,0.181550160207955
"dgp1",6,30,20270006,8,24,0
"dgp1",6,30,20270006,9,24,0
"dgp1",6,30,20270006,10,24,0
"dgp1",6,30,20270006,11,24,0
"dgp1",6,30,20270006,12,24,0
"dgp1",6,30,20270006,13,24,0.181550160207955
"dgp1",6,30,20270006,14,24,0
"dgp1",6,30,20270006,15,24,0
"dgp1",6,30,20270006,16,24,0
"dgp1",6,30,20270006,17,24,0
"dgp1",6,30,20270006,18,24,0
"dgp1",6,30,20270006,19,24,0.181550160207955
"dgp1",6,30,20270006,20,24,0.181550160207955
"dgp1",6,30,20270006,21,24,0
"dgp1",6,30,20270006,22,24,0
"dgp1",6,30,20270006,23,24,0.181550160207955
"dgp1",6,30,20270006,24,24,0.181550160207955
"dgp1",6,30,20270006,25,24,0
"dgp1",6,30,20270006,26,24,0
"dgp1",6,30,20270006,27,24,0
"dgp1",6,30,20270006,28,24,0
"dgp1",6,30,20270006,29,24,0
"dgp1",6,30,20270006,30,24,0
"dgp1",6,30,20270006,1,25,0
"dgp1",6,30,20270006,2,25,0
"dgp1",6,30,20270006,3,25,0
"dgp1",6,30,20270006,4,25,0
"dgp1",6,30,20270006,5,25,0
"dgp1",6,30,20270006,6,25,0
"dgp1",6,30,20270006,7,25,0
"dgp1",6,30,20270006,8,25,0.181550160207955
"dgp1",6,30,20270006,9,25,0
"dgp1",6,30,20270006,10,25,0
"dgp1",6,30,20270006,11,25,0
"dgp1",6,30,20270006,12,25,0
"dgp1",6,30,20270006,13,25,0
"dgp1",6,30,20270006,14,25,0
"dgp1",6,30,20270006,15,25,0
"dgp1",6,30,20270006,16,25,0
"dgp1",6,30,20270006,17,25,0
"dgp1",6,30,20270006,18,25,0
"dgp1",6,30,20270006,19,25,0
"dgp1",6,30,20270006,20,25,0
"dgp1",6,30,20270006,21,25,0
"dgp1",6,30,20270006,22,25,0
"dgp1",6,30,20270006,23,25,0.181550160207955
"dgp1",6,30,20270006,24,25,0.181550160207955
"dgp1",6,30,20270006,25,25,0.181550160207955
"dgp1",6,30,20270006,26,25,0
"dgp1",6,30,20270006,27,25,0
"dgp1",6,30,20270006,28,25,0
"dgp1",6,30,20270006,29,25,0
"dgp1",6,30,20270006,30,25,0
"dgp1",6,30,20270006,1,26,0
"dgp1",6,30,20270006,2,26,0.181550160207955
"dgp1",6,30,20270006,3,26,0
"dgp1",6,30,20270006,4,26,0
"dgp1",6,30,20270006,5,26,0
"dgp1",6,30,20270006,6,26,0.181550160207955
"dgp1",6,30,20270006,7,26,0
"dgp1",6,30,20270006,8,26,0
"dgp1",6,30,20270006,9,26,0
"dgp1",6,30,20270006,10,26,0
"dgp1",6,30,20270006,11,26,0
"dgp1",6,30,20270006,12,26,0
"dgp1",6,30,20270006,13,26,0
"dgp1",6,30,20270006,14,26,0
"dgp1",6,30,20270006,15,26,0
"dgp1",6,30,20270006,16,26,0.181550160207955
"dgp1",6,30,20270006,17,26,0
"dgp1",6,30,20270006,18,26,0
"dgp1",6,30,20270006,19,26,0
"dgp1",6,30,20270006,20,26,0.181550160207955
"dgp1",6,30,20270006,21,26,0
"dgp1",6,30,20270006,22,26,0.181550160207955
"dgp1",6,30,20270006,23,26,0
"dgp1",6,30,20270006,24,26,0
"dgp1",6,30,20270006,25,26,0.181550160207955
"dgp1",6,30,20270006,26,26,0.181550160207955
"dgp1",6,30,20270006,27,26,0
"dgp1",6,30,20270006,28,26,0
"dgp1",6,30,20270006,29,26,0
"dgp1",6,30,20270006,30,26,0
"dgp1",6,30,20270006,1,27,0
"dgp1",6,30,20270006,2,27,0
"dgp1",6,30,20270006,3,27,0
"dgp1",6,30,20270006,4,27,0
"dgp1",6,30,20270006,5,27,0
"dgp1",6,30,20270006,6,27,0
"dgp1",6,30,20270006,7,27,0
"dgp1",6,30,20270006,8,27,0
"dgp1",6,30,20270006,9,27,0
"dgp1",6,30,20270006,10,27,0
"dgp1",6,30,20270006,11,27,0
"dgp1",6,30,20270006,12,27,0
"dgp1",6,30,20270006,13,27,0
"dgp1",6,30,20270006,14,27,0
"dgp1",6,30,20270006,15,27,0
"dgp1",6,30,20270006,16,27,0
"dgp1",6,30,20270006,17,27,0.181550160207955
"dgp1",6,30,20270006,18,27,0
"dgp1",6,30,20270006,19,27,0
"dgp1",6,30,20270006,20,27,0
"dgp1",6,30,20270006,21,27,0
"dgp1",6,30,20270006,22,27,0
"dgp1",6,30,20270006,23,27,0
"dgp1",6,30,20270006,24,27,0
"dgp1",6,30,20270006,25,27,0
"dgp1",6,30,20270006,26,27,0.181550160207955
"dgp1",6,30,20270006,27,27,0.181550160207955
"dgp1",6,30,20270006,28,27,0.181550160207955
"dgp1",6,30,20270006,29,27,0
"dgp1",6,30,20270006,30,27,0
"dgp1",6,30,20270006,1,28,0
"dgp1",6,30,20270006,2,28,0.181550160207955
"dgp1",6,30,20270006,3,28,0
"dgp1",6,30,20270006,4,28,0
"dgp1",6,30,20270006,5,28,0.181550160207955
"dgp1",6,30,20270006,6,28,0
"dgp1",6,30,20270006,7,28,0
"dgp1",6,30,20270006,8,28,0
"dgp1",6,30,20270006,9,28,0
"dgp1",6,30,20270006,10,28,0.181550160207955
"dgp1",6,30,20270006,11,28,0
"dgp1",6,30,20270006,12,28,0
"dgp1",6,30,20270006,13,28,0.181550160207955
"dgp1",6,30,20270006,14,28,0
"dgp1",6,30,20270006,15,28,0.181550160207955
"dgp1",6,30,20270006,16,28,0
"dgp1",6,30,20270006,17,28,0
"dgp1",6,30,20270006,18,28,0
"dgp1",6,30,20270006,19,28,0.181550160207955
"dgp1",6,30,20270006,20,28,0
"dgp1",6,30,20270006,21,28,0
"dgp1",6,30,20270006,22,28,0
"dgp1",6,30,20270006,23,28,0.181550160207955
"dgp1",6,30,20270006,24,28,0
"dgp1",6,30,20270006,25,28,0
"dgp1",6,30,20270006,26,28,0
"dgp1",6,30,20270006,27,28,0
"dgp1",6,30,20270006,28,28,0.181550160207955
"dgp1",6,30,20270006,29,28,0
"dgp1",6,30,20270006,30,28,0
"dgp1",6,30,20270006,1,29,0
"dgp1",6,30,20270006,2,29,0
"dgp1",6,30,20270006,3,29,0
"dgp1",6,30,20270006,4,29,0
"dgp1",6,30,20270006,5,29,0
"dgp1",6,30,20270006,6,29,0
"dgp1",6,30,20270006,7,29,0
"dgp1",6,30,20270006,8,29,0.181550160207955
"dgp1",6,30,20270006,9,29,0
"dgp1",6,30,20270006,10,29,0.181550160207955
"dgp1",6,30,20270006,11,29,0
"dgp1",6,30,20270006,12,29,0
"dgp1",6,30,20270006,13,29,0
"dgp1",6,30,20270006,14,29,0
"dgp1",6,30,20270006,15,29,0.181550160207955
"dgp1",6,30,20270006,16,29,0
"dgp1",6,30,20270006,17,29,0.181550160207955
"dgp1",6,30,20270006,18,29,0
"dgp1",6,30,20270006,19,29,0
"dgp1",6,30,20270006,20,29,0
"dgp1",6,30,20270006,21,29,0
"dgp1",6,30,20270006,22,29,0
"dgp1",6,30,20270006,23,29,0
"dgp1",6,30,20270006,24,29,0
"dgp1",6,30,20270006,25,29,0
"dgp1",6,30,20270006,26,29,0
"dgp1",6,30,20270006,27,29,0
"dgp1",6,30,20270006,28,29,0
"dgp1",6,30,20270006,29,29,0.181550160207955
"dgp1",6,30,20270006,30,29,0
"dgp1",6,30,20270006,1,30,0
"dgp1",6,30,20270006,2,30,0
"dgp1",6,30,20270006,3,30,0
"dgp1",6,30,20270006,4,30,0.181550160207955
"dgp1",6,30,20270006,5,30,0
"dgp1",6,30,20270006,6,30,0.181550160207955
"dgp1",6,30,20270006,7,30,0
"dgp1",6,30,20270006,8,30,0
"dgp1",6,30,20270006,9,30,0
"dgp1",6,30,20270006,10,30,0
"dgp1",6,30,20270006,11,30,0
"dgp1",6,30,20270006,12,30,0
"dgp1",6,30,20270006,13,30,0
"dgp1",6,30,20270006,14,30,0
"dgp1",6,30,20270006,15,30,0
"dgp1",6,30,20270006,16,30,0
"dgp1",6,30,20270006,17,30,0
"dgp1",6,30,20270006,18,30,0
"dgp1",6,30,20270006,19,30,0
"dgp1",6,30,20270006,20,30,0
"dgp1",6,30,20270006,21,30,0
"dgp1",6,30,20270006,22,30,0
"dgp1",6,30,20270006,23,30,0
"dgp1",6,30,20270006,24,30,0
"dgp1",6,30,20270006,25,30,0.181550160207955
"dgp1",6,30,20270006,26,30,0
"dgp1",6,30,20270006,27,30,0
"dgp1",6,30,20270006,28,30,0
"dgp1",6,30,20270006,29,30,0
"dgp1",6,30,20270006,30,30,0.181550160207955
"dgp2",1,5,20271001,1,1,0.435294387154494
"dgp2",1,5,20271001,2,1,0.158860693038666
"dgp2",1,5,20271001,3,1,0
"dgp2",1,5,20271001,4,1,0
"dgp2",1,5,20271001,5,1,0
"dgp2",1,5,20271001,1,2,0.235785327912385
"dgp2",1,5,20271001,2,2,0.555787719478196
"dgp2",1,5,20271001,3,2,0.267519510775966
"dgp2",1,5,20271001,4,2,0
"dgp2",1,5,20271001,5,2,0
"dgp2",1,5,20271001,1,3,0
"dgp2",1,5,20271001,2,3,0.193815242076026
"dgp2",1,5,20271001,3,3,0.506550590580673
"dgp2",1,5,20271001,4,3,0.260705137078485
"dgp2",1,5,20271001,5,3,0
"dgp2",1,5,20271001,1,4,0
"dgp2",1,5,20271001,2,4,0
"dgp2",1,5,20271001,3,4,0.245881456969289
"dgp2",1,5,20271001,4,4,0.375902746259091
"dgp2",1,5,20271001,5,4,0.250602793795241
"dgp2",1,5,20271001,1,5,0
"dgp2",1,5,20271001,2,5,0
"dgp2",1,5,20271001,3,5,0
"dgp2",1,5,20271001,4,5,0.26162464561062
"dgp2",1,5,20271001,5,5,0.530096684668716
"dgp2",2,10,20271002,1,1,0.457451435890451
"dgp2",2,10,20271002,2,1,0.196528842378979
"dgp2",2,10,20271002,3,1,0
"dgp2",2,10,20271002,4,1,0
"dgp2",2,10,20271002,5,1,0
"dgp2",2,10,20271002,6,1,0
"dgp2",2,10,20271002,7,1,0
"dgp2",2,10,20271002,8,1,0
"dgp2",2,10,20271002,9,1,0
"dgp2",2,10,20271002,10,1,0
"dgp2",2,10,20271002,1,2,0.137535378571882
"dgp2",2,10,20271002,2,2,0.595890936377491
"dgp2",2,10,20271002,3,2,0.262256730992126
"dgp2",2,10,20271002,4,2,0
"dgp2",2,10,20271002,5,2,0
"dgp2",2,10,20271002,6,2,0
"dgp2",2,10,20271002,7,2,0
"dgp2",2,10,20271002,8,2,0
"dgp2",2,10,20271002,9,2,0
"dgp2",2,10,20271002,10,2,0
"dgp2",2,10,20271002,1,3,0
"dgp2",2,10,20271002,2,3,0.242797201127745
"dgp2",2,10,20271002,3,3,0.409747614230959
"dgp2",2,10,20271002,4,3,0.237710778665896
"dgp2",2,10,20271002,5,3,0
"dgp2",2,10,20271002,6,3,0
"dgp2",2,10,20271002,7,3,0
"dgp2",2,10,20271002,8,3,0
"dgp2",2,10,20271002,9,3,0
"dgp2",2,10,20271002,10,3,0
"dgp2",2,10,20271002,1,4,0
"dgp2",2,10,20271002,2,4,0
"dgp2",2,10,20271002,3,4,0.221040630203159
"dgp2",2,10,20271002,4,4,0.552652003501183
"dgp2",2,10,20271002,5,4,0.1337532111688
"dgp2",2,10,20271002,6,4,0
"dgp2",2,10,20271002,7,4,0
"dgp2",2,10,20271002,8,4,0
"dgp2",2,10,20271002,9,4,0
"dgp2",2,10,20271002,10,4,0
"dgp2",2,10,20271002,1,5,0
"dgp2",2,10,20271002,2,5,0
"dgp2",2,10,20271002,3,5,0
"dgp2",2,10,20271002,4,5,0.218640697221823
"dgp2",2,10,20271002,5,5,0.538522427426922
"dgp2",2,10,20271002,6,5,0.178213686298904
"dgp2",2,10,20271002,7,5,0
"dgp2",2,10,20271002,8,5,0
"dgp2",2,10,20271002,9,5,0
"dgp2",2,10,20271002,10,5,0
"dgp2",2,10,20271002,1,6,0
"dgp2",2,10,20271002,2,6,0
"dgp2",2,10,20271002,3,6,0
"dgp2",2,10,20271002,4,6,0
"dgp2",2,10,20271002,5,6,0.176237683302834
"dgp2",2,10,20271002,6,6,0.450306256086076
"dgp2",2,10,20271002,7,6,0.135101329986285
"dgp2",2,10,20271002,8,6,0
"dgp2",2,10,20271002,9,6,0
"dgp2",2,10,20271002,10,6,0
"dgp2",2,10,20271002,1,7,0
"dgp2",2,10,20271002,2,7,0
"dgp2",2,10,20271002,3,7,0
"dgp2",2,10,20271002,4,7,0
"dgp2",2,10,20271002,5,7,0
"dgp2",2,10,20271002,6,7,0.152303006597633
"dgp2",2,10,20271002,7,7,0.494237572323091
"dgp2",2,10,20271002,8,7,0.182642535464185
"dgp2",2,10,20271002,9,7,0
"dgp2",2,10,20271002,10,7,0
"dgp2",2,10,20271002,1,8,0
"dgp2",2,10,20271002,2,8,0
"dgp2",2,10,20271002,3,8,0
"dgp2",2,10,20271002,4,8,0
"dgp2",2,10,20271002,5,8,0
"dgp2",2,10,20271002,6,8,0
"dgp2",2,10,20271002,7,8,0.226620473734134
"dgp2",2,10,20271002,8,8,0.35377934620483
"dgp2",2,10,20271002,9,8,0.198194519326722
"dgp2",2,10,20271002,10,8,0
"dgp2",2,10,20271002,1,9,0
"dgp2",2,10,20271002,2,9,0
"dgp2",2,10,20271002,3,9,0
"dgp2",2,10,20271002,4,9,0
"dgp2",2,10,20271002,5,9,0
"dgp2",2,10,20271002,6,9,0
"dgp2",2,10,20271002,7,9,0
"dgp2",2,10,20271002,8,9,0.177117844003109
"dgp2",2,10,20271002,9,9,0.374655840779372
"dgp2",2,10,20271002,10,9,0.224637171862124
"dgp2",2,10,20271002,1,10,0
"dgp2",2,10,20271002,2,10,0
"dgp2",2,10,20271002,3,10,0
"dgp2",2,10,20271002,4,10,0
"dgp2",2,10,20271002,5,10,0
"dgp2",2,10,20271002,6,10,0
"dgp2",2,10,20271002,7,10,0
"dgp2",2,10,20271002,8,10,0
"dgp2",2,10,20271002,9,10,0.252916411852992
"dgp2",2,10,20271002,10,10,0.453038558900562
"dgp2",3,15,20271003,1,1,0.337897625466868
"dgp2",3,15,20271003,2,1,0.172602025954034
"dgp2",3,15,20271003,3,1,0
"dgp2",3,15,20271003,4,1,0
"dgp2",3,15,20271003,5,1,0
"dgp2",3,15,20271003,6,1,0
"dgp2",3,15,20271003,7,1,0
"dgp2",3,15,20271003,8,1,0
"dgp2",3,15,20271003,9,1,0
"dgp2",3,15,20271003,10,1,0
"dgp2",3,15,20271003,11,1,0
"dgp2",3,15,20271003,12,1,0
"dgp2",3,15,20271003,13,1,0
"dgp2",3,15,20271003,14,1,0
"dgp2",3,15,20271003,15,1,0
"dgp2",3,15,20271003,1,2,0.141846116860205
"dgp2",3,15,20271003,2,2,0.594726386488065
"dgp2",3,15,20271003,3,2,0.263892135429026
"dgp2",3,15,20271003,4,2,0
"dgp2",3,15,20271003,5,2,0
"dgp2",3,15,20271003,6,2,0
"dgp2",3,15,20271003,7,2,0
"dgp2",3,15,20271003,8,2,0
"dgp2",3,15,20271003,9,2,0
"dgp2",3,15,20271003,10,2,0
"dgp2",3,15,20271003,11,2,0
"dgp2",3,15,20271003,12,2,0
"dgp2",3,15,20271003,13,2,0
"dgp2",3,15,20271003,14,2,0
"dgp2",3,15,20271003,15,2,0
"dgp2",3,15,20271003,1,3,0
"dgp2",3,15,20271003,2,3,0.224295082378516
"dgp2",3,15,20271003,3,3,0.471831507455783
"dgp2",3,15,20271003,4,3,0.143293442162869
"dgp2",3,15,20271003,5,3,0
"dgp2",3,15,20271003,6,3,0
"dgp2",3,15,20271003,7,3,0
"dgp2",3,15,20271003,8,3,0
"dgp2",3,15,20271003,9,3,0
"dgp2",3,15,20271003,10,3,0
"dgp2",3,15,20271003,11,3,0
"dgp2",3,15,20271003,12,3,0
"dgp2",3,15,20271003,13,3,0
"dgp2",3,15,20271003,14,3,0
"dgp2",3,15,20271003,15,3,0
"dgp2",3,15,20271003,1,4,0
"dgp2",3,15,20271003,2,4,0
"dgp2",3,15,20271003,3,4,0.267060072416445
"dgp2",3,15,20271003,4,4,0.56593807813512
"dgp2",3,15,20271003,5,4,0.227114859581745
"dgp2",3,15,20271003,6,4,0
"dgp2",3,15,20271003,7,4,0
"dgp2",3,15,20271003,8,4,0
"dgp2",3,15,20271003,9,4,0
"dgp2",3,15,20271003,10,4,0
"dgp2",3,15,20271003,11,4,0
"dgp2",3,15,20271003,12,4,0
"dgp2",3,15,20271003,13,4,0
