"frob","frob_sq","msfe","rmfe","hamming","precision","recall","F1","TP","FP","FN","TN","support_true","support_hat","off_hamming","off_precision","off_recall","off_F1","off_TP","off_FP","off_FN","off_TN","support_true_offdiag","support_hat_offdiag","rho_true","rho_hat","rep","dgp","idx_d","d","idx_T","T_sample","tuning","family","solver","method","data_seed","truth_seed","lambda_lasso","lambda_adaptive","lambda_used","reference_tuning_source","reference_tuning_seconds","reference_pilot_seconds","runtime_seconds","objective","objective_gap","kkt_max","n_solver_zeroed","max_solver_zeroed_abs","B_diff_to_fista","Phi_diff_to_fista","admm_converged","solver_n_iter"
0.438100996437617,0.191932483079633,5.1378003958297,2.26667165593734,0.2,0.615384615384615,1,0.761904761904762,8,5,0,12,8,13,0.25,0.375,1,0.545454545454545,3,5,0,12,3,8,0.465874281184537,0.597923025567056,1,"dgp1",1,5,1,100,"theory","lasso","glmnet","lasso_glmnet",20361327,20270001,0.180316103609442,0.180316103609442,0.180316103609442,"theory",0,0,0.0299999999999994,3.31306529303105,1.50990331349021e-14,1.64825431931028e-07,0,0,1.26552448243482e-07,1.23174798005017e-07,NA,NA
0.438100973770518,0.191932463218676,5.13780043399221,2.26667166435552,0.2,0.615384615384615,1,0.761904761904762,8,5,0,12,8,13,0.25,0.375,1,0.545454545454545,3,5,0,12,3,8,0.465874281184537,0.597923139597126,1,"dgp1",1,5,1,100,"theory","lasso","admm","lasso_admm",20361327,20270001,0.180316103609442,0.180316103609442,0.180316103609442,"theory",0,0,0,3.31306529303108,3.68594044175552e-14,3.76174813206793e-07,12,3.00490856253266e-07,1.93090038194073e-07,1.9042642112469e-07,TRUE,40
0.438100962185459,0.191932453067825,5.13780036694826,2.26667164956644,0.2,0.615384615384615,1,0.761904761904762,8,5,0,12,8,13,0.25,0.375,1,0.545454545454545,3,5,0,12,3,8,0.465874281184537,0.597923110072603,1,"dgp1",1,5,1,100,"theory","lasso","fista","lasso_fista",20361327,20270001,0.180316103609442,0.180316103609442,0.180316103609442,"theory",0,0,0,3.31306529303104,0,2.08287659123652e-08,0,0,0,0,NA,NA
0.838261574685098,0.70268246759354,5.76173688989294,2.40036182478662,0.12,1,0.625,0.769230769230769,5,0,3,17,8,5,0.15,0,0,0,0,0,3,17,3,0,0.465874281184537,0.627044653520426,1,"dgp1",1,5,1,100,"theory","adaptive","glmnet","adaptive_glmnet",20361327,20270001,0.180316103609442,0.180316103609442,0.180316103609442,"theory",0,0,0.0199999999999996,3.43940220898201,0,2.45594790295868e-16,0,0,7.15977864452809e-09,7.12078337044637e-09,NA,NA
0.838261539140694,0.702682408002525,5.76173683174505,2.4003618126743,0.12,1,0.625,0.769230769230769,5,0,3,17,8,5,0.15,0,0,0,0,0,3,17,3,0,0.465874281184537,0.627044519585241,1,"dgp1",1,5,1,100,"theory","adaptive","admm","adaptive_admm",20361327,20270001,0.180316103609442,0.180316103609442,0.180316103609442,"theory",0,0,0,3.43940220898206,4.44089209850063e-14,2.7645029314896e-07,20,2.39547499781867e-07,2.14952632011027e-07,2.14404470552579e-07,TRUE,43
0.838261576294729,0.702682470292123,5.76173689101531,2.40036182502041,0.12,1,0.625,0.769230769230769,5,0,3,17,8,5,0.15,0,0,0,0,0,3,17,3,0,0.465874281184537,0.627044657341484,1,"dgp1",1,5,1,100,"theory","adaptive","fista","adaptive_fista",20361327,20270001,0.180316103609442,0.180316103609442,0.180316103609442,"theory",0,0,0,3.43940220898201,0,7.53447497321828e-09,0,0,0,0,NA,NA
