"dgp","idx_d","idx_T","rep","d","T_sample","truth_seed","data_seed"
"dgp1",3,5,50,15,1000,20270003,20565376
"dgp1",3,5,51,15,1000,20270003,20565377
"dgp1",3,5,52,15,1000,20270003,20565378
"dgp1",3,5,53,15,1000,20270003,20565379
"dgp1",3,5,54,15,1000,20270003,20565380
"dgp1",3,5,55,15,1000,20270003,20565381
"dgp1",3,5,56,15,1000,20270003,20565382
"dgp1",3,5,57,15,1000,20270003,20565383
"dgp1",3,5,58,15,1000,20270003,20565384
"dgp1",3,5,59,15,1000,20270003,20565385
"dgp1",3,5,60,15,1000,20270003,20565386
"dgp1",3,5,61,15,1000,20270003,20565387
"dgp1",3,5,62,15,1000,20270003,20565388
"dgp1",3,5,63,15,1000,20270003,20565389
"dgp1",3,5,64,15,1000,20270003,20565390
"dgp1",3,5,65,15,1000,20270003,20565391
"dgp1",3,5,66,15,1000,20270003,20565392
"dgp1",3,5,67,15,1000,20270003,20565393
"dgp1",3,5,68,15,1000,20270003,20565394
"dgp1",3,5,69,15,1000,20270003,20565395
"dgp1",3,5,70,15,1000,20270003,20565396
"dgp1",3,5,71,15,1000,20270003,20565397
"dgp1",3,5,72,15,1000,20270003,20565398
"dgp1",3,5,73,15,1000,20270003,20565399
"dgp1",3,5,74,15,1000,20270003,20565400
"dgp1",3,5,75,15,1000,20270003,20565401
"dgp1",3,5,76,15,1000,20270003,20565402
"dgp1",3,5,77,15,1000,20270003,20565403
"dgp1",3,5,78,15,1000,20270003,20565404
"dgp1",3,5,79,15,1000,20270003,20565405
"dgp1",3,5,80,15,1000,20270003,20565406
"dgp1",3,5,81,15,1000,20270003,20565407
"dgp1",3,5,82,15,1000,20270003,20565408
"dgp1",3,5,83,15,1000,20270003,20565409
"dgp1",3,5,84,15,1000,20270003,20565410
"dgp1",3,5,85,15,1000,20270003,20565411
"dgp1",3,5,86,15,1000,20270003,20565412
"dgp1",3,5,87,15,1000,20270003,20565413
"dgp1",3,5,88,15,1000,20270003,20565414
"dgp1",3,5,89,15,1000,20270003,20565415
"dgp1",3,5,90,15,1000,20270003,20565416
"dgp1",3,5,91,15,1000,20270003,20565417
"dgp1",3,5,92,15,1000,20270003,20565418
"dgp1",3,5,93,15,1000,20270003,20565419
"dgp1",3,5,94,15,1000,20270003,20565420
"dgp1",3,5,95,15,1000,20270003,20565421
"dgp1",3,5,96,15,1000,20270003,20565422
"dgp1",3,5,97,15,1000,20270003,20565423
"dgp1",3,5,98,15,1000,20270003,20565424
"dgp1",3,5,99,15,1000,20270003,20565425
"dgp1",3,5,100,15,1000,20270003,20565426
"dgp1",3,6,1,15,2000,20270003,20566327
"dgp1",3,6,2,15,2000,20270003,20566328
"dgp1",3,6,3,15,2000,20270003,20566329
"dgp1",3,6,4,15,2000,20270003,20566330
"dgp1",3,6,5,15,2000,20270003,20566331
"dgp1",3,6,6,15,2000,20270003,20566332
"dgp1",3,6,7,15,2000,20270003,20566333
"dgp1",3,6,8,15,2000,20270003,20566334
"dgp1",3,6,9,15,2000,20270003,20566335
"dgp1",3,6,10,15,2000,20270003,20566336
"dgp1",3,6,11,15,2000,20270003,20566337
"dgp1",3,6,12,15,2000,20270003,20566338
"dgp1",3,6,13,15,2000,20270003,20566339
"dgp1",3,6,14,15,2000,20270003,20566340
"dgp1",3,6,15,15,2000,20270003,20566341
"dgp1",3,6,16,15,2000,20270003,20566342
"dgp1",3,6,17,15,2000,20270003,20566343
"dgp1",3,6,18,15,2000,20270003,20566344
"dgp1",3,6,19,15,2000,20270003,20566345
"dgp1",3,6,20,15,2000,20270003,20566346
"dgp1",3,6,21,15,2000,20270003,20566347
"dgp1",3,6,22,15,2000,20270003,20566348
"dgp1",3,6,23,15,2000,20270003,20566349
"dgp1",3,6,24,15,2000,20270003,20566350
"dgp1",3,6,25,15,2000,20270003,20566351
"dgp1",3,6,26,15,2000,20270003,20566352
"dgp1",3,6,27,15,2000,20270003,20566353
"dgp1",3,6,28,15,2000,20270003,20566354
"dgp1",3,6,29,15,2000,20270003,20566355
"dgp1",3,6,30,15,2000,20270003,20566356
"dgp1",3,6,31,15,2000,20270003,20566357
"dgp1",3,6,32,15,2000,20270003,20566358
"dgp1",3,6,33,15,2000,20270003,20566359
"dgp1",3,6,34,15,2000,20270003,20566360
"dgp1",3,6,35,15,2000,20270003,20566361
"dgp1",3,6,36,15,2000,20270003,20566362
"dgp1",3,6,37,15,2000,20270003,20566363
"dgp1",3,6,38,15,2000,20270003,20566364
"dgp1",3,6,39,15,2000,20270003,20566365
"dgp1",3,6,40,15,2000,20270003,20566366
"dgp1",3,6,41,15,2000,20270003,20566367
"dgp1",3,6,42,15,2000,20270003,20566368
"dgp1",3,6,43,15,2000,20270003,20566369
"dgp1",3,6,44,15,2000,20270003,20566370
"dgp1",3,6,45,15,2000,20270003,20566371
"dgp1",3,6,46,15,2000,20270003,20566372
"dgp1",3,6,47,15,2000,20270003,20566373
"dgp1",3,6,48,15,2000,20270003,20566374
"dgp1",3,6,49,15,2000,20270003,20566375
"dgp1",3,6,50,15,2000,20270003,20566376
"dgp1",3,6,51,15,2000,20270003,20566377
"dgp1",3,6,52,15,2000,20270003,20566378
"dgp1",3,6,53,15,2000,20270003,20566379
"dgp1",3,6,54,15,2000,20270003,20566380
"dgp1",3,6,55,15,2000,20270003,20566381
"dgp1",3,6,56,15,2000,20270003,20566382
"dgp1",3,6,57,15,2000,20270003,20566383
"dgp1",3,6,58,15,2000,20270003,20566384
"dgp1",3,6,59,15,2000,20270003,20566385
"dgp1",3,6,60,15,2000,20270003,20566386
"dgp1",3,6,61,15,2000,20270003,20566387
"dgp1",3,6,62,15,2000,20270003,20566388
"dgp1",3,6,63,15,2000,20270003,20566389
"dgp1",3,6,64,15,2000,20270003,20566390
"dgp1",3,6,65,15,2000,20270003,20566391
"dgp1",3,6,66,15,2000,20270003,20566392
"dgp1",3,6,67,15,2000,20270003,20566393
"dgp1",3,6,68,15,2000,20270003,20566394
"dgp1",3,6,69,15,2000,20270003,20566395
"dgp1",3,6,70,15,2000,20270003,20566396
"dgp1",3,6,71,15,2000,20270003,20566397
"dgp1",3,6,72,15,2000,20270003,20566398
"dgp1",3,6,73,15,2000,20270003,20566399
"dgp1",3,6,74,15,2000,20270003,20566400
"dgp1",3,6,75,15,2000,20270003,20566401
"dgp1",3,6,76,15,2000,20270003,20566402
"dgp1",3,6,77,15,2000,20270003,20566403
"dgp1",3,6,78,15,2000,20270003,20566404
"dgp1",3,6,79,15,2000,20270003,20566405
"dgp1",3,6,80,15,2000,20270003,20566406
"dgp1",3,6,81,15,2000,20270003,20566407
"dgp1",3,6,82,15,2000,20270003,20566408
"dgp1",3,6,83,15,2000,20270003,20566409
"dgp1",3,6,84,15,2000,20270003,20566410
"dgp1",3,6,85,15,2000,20270003,20566411
"dgp1",3,6,86,15,2000,20270003,20566412
"dgp1",3,6,87,15,2000,20270003,20566413
"dgp1",3,6,88,15,2000,20270003,20566414
"dgp1",3,6,89,15,2000,20270003,20566415
"dgp1",3,6,90,15,2000,20270003,20566416
"dgp1",3,6,91,15,2000,20270003,20566417
"dgp1",3,6,92,15,2000,20270003,20566418
"dgp1",3,6,93,15,2000,20270003,20566419
"dgp1",3,6,94,15,2000,20270003,20566420
"dgp1",3,6,95,15,2000,20270003,20566421
"dgp1",3,6,96,15,2000,20270003,20566422
"dgp1",3,6,97,15,2000,20270003,20566423
"dgp1",3,6,98,15,2000,20270003,20566424
"dgp1",3,6,99,15,2000,20270003,20566425
"dgp1",3,6,100,15,2000,20270003,20566426
"dgp1",4,1,1,20,100,20270004,20661327
"dgp1",4,1,2,20,100,20270004,20661328
"dgp1",4,1,3,20,100,20270004,20661329
"dgp1",4,1,4,20,100,20270004,20661330
"dgp1",4,1,5,20,100,20270004,20661331
"dgp1",4,1,6,20,100,20270004,20661332
"dgp1",4,1,7,20,100,20270004,20661333
"dgp1",4,1,8,20,100,20270004,20661334
"dgp1",4,1,9,20,100,20270004,20661335
"dgp1",4,1,10,20,100,20270004,20661336
"dgp1",4,1,11,20,100,20270004,20661337
"dgp1",4,1,12,20,100,20270004,20661338
"dgp1",4,1,13,20,100,20270004,20661339
"dgp1",4,1,14,20,100,20270004,20661340
"dgp1",4,1,15,20,100,20270004,20661341
"dgp1",4,1,16,20,100,20270004,20661342
"dgp1",4,1,17,20,100,20270004,20661343
"dgp1",4,1,18,20,100,20270004,20661344
"dgp1",4,1,19,20,100,20270004,20661345
"dgp1",4,1,20,20,100,20270004,20661346
"dgp1",4,1,21,20,100,20270004,20661347
"dgp1",4,1,22,20,100,20270004,20661348
"dgp1",4,1,23,20,100,20270004,20661349
"dgp1",4,1,24,20,100,20270004,20661350
"dgp1",4,1,25,20,100,20270004,20661351
"dgp1",4,1,26,20,100,20270004,20661352
"dgp1",4,1,27,20,100,20270004,20661353
"dgp1",4,1,28,20,100,20270004,20661354
"dgp1",4,1,29,20,100,20270004,20661355
"dgp1",4,1,30,20,100,20270004,20661356
"dgp1",4,1,31,20,100,20270004,20661357
"dgp1",4,1,32,20,100,20270004,20661358
"dgp1",4,1,33,20,100,20270004,20661359
"dgp1",4,1,34,20,100,20270004,20661360
"dgp1",4,1,35,20,100,20270004,20661361
"dgp1",4,1,36,20,100,20270004,20661362
"dgp1",4,1,37,20,100,20270004,20661363
"dgp1",4,1,38,20,100,20270004,20661364
"dgp1",4,1,39,20,100,20270004,20661365
"dgp1",4,1,40,20,100,20270004,20661366
"dgp1",4,1,41,20,100,20270004,20661367
"dgp1",4,1,42,20,100,20270004,20661368
"dgp1",4,1,43,20,100,20270004,20661369
"dgp1",4,1,44,20,100,20270004,20661370
"dgp1",4,1,45,20,100,20270004,20661371
"dgp1",4,1,46,20,100,20270004,20661372
"dgp1",4,1,47,20,100,20270004,20661373
"dgp1",4,1,48,20,100,20270004,20661374
"dgp1",4,1,49,20,100,20270004,20661375
"dgp1",4,1,50,20,100,20270004,20661376
"dgp1",4,1,51,20,100,20270004,20661377
"dgp1",4,1,52,20,100,20270004,20661378
"dgp1",4,1,53,20,100,20270004,20661379
"dgp1",4,1,54,20,100,20270004,20661380
"dgp1",4,1,55,20,100,20270004,20661381
"dgp1",4,1,56,20,100,20270004,20661382
"dgp1",4,1,57,20,100,20270004,20661383
"dgp1",4,1,58,20,100,20270004,20661384
"dgp1",4,1,59,20,100,20270004,20661385
"dgp1",4,1,60,20,100,20270004,20661386
"dgp1",4,1,61,20,100,20270004,20661387
"dgp1",4,1,62,20,100,20270004,20661388
"dgp1",4,1,63,20,100,20270004,20661389
"dgp1",4,1,64,20,100,20270004,20661390
"dgp1",4,1,65,20,100,20270004,20661391
"dgp1",4,1,66,20,100,20270004,20661392
"dgp1",4,1,67,20,100,20270004,20661393
"dgp1",4,1,68,20,100,20270004,20661394
"dgp1",4,1,69,20,100,20270004,20661395
"dgp1",4,1,70,20,100,20270004,20661396
"dgp1",4,1,71,20,100,20270004,20661397
"dgp1",4,1,72,20,100,20270004,20661398
"dgp1",4,1,73,20,100,20270004,20661399
"dgp1",4,1,74,20,100,20270004,20661400
"dgp1",4,1,75,20,100,20270004,20661401
"dgp1",4,1,76,20,100,20270004,20661402
"dgp1",4,1,77,20,100,20270004,20661403
"dgp1",4,1,78,20,100,20270004,20661404
"dgp1",4,1,79,20,100,20270004,20661405
"dgp1",4,1,80,20,100,20270004,20661406
"dgp1",4,1,81,20,100,20270004,20661407
"dgp1",4,1,82,20,100,20270004,20661408
"dgp1",4,1,83,20,100,20270004,20661409
"dgp1",4,1,84,20,100,20270004,20661410
"dgp1",4,1,85,20,100,20270004,20661411
"dgp1",4,1,86,20,100,20270004,20661412
"dgp1",4,1,87,20,100,20270004,20661413
"dgp1",4,1,88,20,100,20270004,20661414
"dgp1",4,1,89,20,100,20270004,20661415
"dgp1",4,1,90,20,100,20270004,20661416
"dgp1",4,1,91,20,100,20270004,20661417
"dgp1",4,1,92,20,100,20270004,20661418
"dgp1",4,1,93,20,100,20270004,20661419
"dgp1",4,1,94,20,100,20270004,20661420
"dgp1",4,1,95,20,100,20270004,20661421
"dgp1",4,1,96,20,100,20270004,20661422
"dgp1",4,1,97,20,100,20270004,20661423
"dgp1",4,1,98,20,100,20270004,20661424
"dgp1",4,1,99,20,100,20270004,20661425
"dgp1",4,1,100,20,100,20270004,20661426
"dgp1",4,2,1,20,200,20270004,20662327
"dgp1",4,2,2,20,200,20270004,20662328
"dgp1",4,2,3,20,200,20270004,20662329
"dgp1",4,2,4,20,200,20270004,20662330
"dgp1",4,2,5,20,200,20270004,20662331
"dgp1",4,2,6,20,200,20270004,20662332
"dgp1",4,2,7,20,200,20270004,20662333
"dgp1",4,2,8,20,200,20270004,20662334
"dgp1",4,2,9,20,200,20270004,20662335
"dgp1",4,2,10,20,200,20270004,20662336
"dgp1",4,2,11,20,200,20270004,20662337
"dgp1",4,2,12,20,200,20270004,20662338
"dgp1",4,2,13,20,200,20270004,20662339
"dgp1",4,2,14,20,200,20270004,20662340
"dgp1",4,2,15,20,200,20270004,20662341
"dgp1",4,2,16,20,200,20270004,20662342
"dgp1",4,2,17,20,200,20270004,20662343
"dgp1",4,2,18,20,200,20270004,20662344
"dgp1",4,2,19,20,200,20270004,20662345
"dgp1",4,2,20,20,200,20270004,20662346
"dgp1",4,2,21,20,200,20270004,20662347
"dgp1",4,2,22,20,200,20270004,20662348
"dgp1",4,2,23,20,200,20270004,20662349
"dgp1",4,2,24,20,200,20270004,20662350
"dgp1",4,2,25,20,200,20270004,20662351
"dgp1",4,2,26,20,200,20270004,20662352
"dgp1",4,2,27,20,200,20270004,20662353
"dgp1",4,2,28,20,200,20270004,20662354
"dgp1",4,2,29,20,200,20270004,20662355
"dgp1",4,2,30,20,200,20270004,20662356
"dgp1",4,2,31,20,200,20270004,20662357
"dgp1",4,2,32,20,200,20270004,20662358
"dgp1",4,2,33,20,200,20270004,20662359
"dgp1",4,2,34,20,200,20270004,20662360
"dgp1",4,2,35,20,200,20270004,20662361
"dgp1",4,2,36,20,200,20270004,20662362
"dgp1",4,2,37,20,200,20270004,20662363
"dgp1",4,2,38,20,200,20270004,20662364
"dgp1",4,2,39,20,200,20270004,20662365
"dgp1",4,2,40,20,200,20270004,20662366
"dgp1",4,2,41,20,200,20270004,20662367
"dgp1",4,2,42,20,200,20270004,20662368
"dgp1",4,2,43,20,200,20270004,20662369
"dgp1",4,2,44,20,200,20270004,20662370
"dgp1",4,2,45,20,200,20270004,20662371
"dgp1",4,2,46,20,200,20270004,20662372
"dgp1",4,2,47,20,200,20270004,20662373
"dgp1",4,2,48,20,200,20270004,20662374
"dgp1",4,2,49,20,200,20270004,20662375
"dgp1",4,2,50,20,200,20270004,20662376
"dgp1",4,2,51,20,200,20270004,20662377
"dgp1",4,2,52,20,200,20270004,20662378
"dgp1",4,2,53,20,200,20270004,20662379
"dgp1",4,2,54,20,200,20270004,20662380
"dgp1",4,2,55,20,200,20270004,20662381
"dgp1",4,2,56,20,200,20270004,20662382
"dgp1",4,2,57,20,200,20270004,20662383
"dgp1",4,2,58,20,200,20270004,20662384
"dgp1",4,2,59,20,200,20270004,20662385
"dgp1",4,2,60,20,200,20270004,20662386
"dgp1",4,2,61,20,200,20270004,20662387
"dgp1",4,2,62,20,200,20270004,20662388
"dgp1",4,2,63,20,200,20270004,20662389
"dgp1",4,2,64,20,200,20270004,20662390
"dgp1",4,2,65,20,200,20270004,20662391
"dgp1",4,2,66,20,200,20270004,20662392
"dgp1",4,2,67,20,200,20270004,20662393
"dgp1",4,2,68,20,200,20270004,20662394
"dgp1",4,2,69,20,200,20270004,20662395
"dgp1",4,2,70,20,200,20270004,20662396
"dgp1",4,2,71,20,200,20270004,20662397
"dgp1",4,2,72,20,200,20270004,20662398
"dgp1",4,2,73,20,200,20270004,20662399
"dgp1",4,2,74,20,200,20270004,20662400
"dgp1",4,2,75,20,200,20270004,20662401
"dgp1",4,2,76,20,200,20270004,20662402
"dgp1",4,2,77,20,200,20270004,20662403
"dgp1",4,2,78,20,200,20270004,20662404
"dgp1",4,2,79,20,200,20270004,20662405
"dgp1",4,2,80,20,200,20270004,20662406
"dgp1",4,2,81,20,200,20270004,20662407
"dgp1",4,2,82,20,200,20270004,20662408
"dgp1",4,2,83,20,200,20270004,20662409
"dgp1",4,2,84,20,200,20270004,20662410
"dgp1",4,2,85,20,200,20270004,20662411
"dgp1",4,2,86,20,200,20270004,20662412
"dgp1",4,2,87,20,200,20270004,20662413
"dgp1",4,2,88,20,200,20270004,20662414
"dgp1",4,2,89,20,200,20270004,20662415
"dgp1",4,2,90,20,200,20270004,20662416
"dgp1",4,2,91,20,200,20270004,20662417
"dgp1",4,2,92,20,200,20270004,20662418
"dgp1",4,2,93,20,200,20270004,20662419
"dgp1",4,2,94,20,200,20270004,20662420
"dgp1",4,2,95,20,200,20270004,20662421
"dgp1",4,2,96,20,200,20270004,20662422
"dgp1",4,2,97,20,200,20270004,20662423
"dgp1",4,2,98,20,200,20270004,20662424
"dgp1",4,2,99,20,200,20270004,20662425
"dgp1",4,2,100,20,200,20270004,20662426
"dgp1",4,3,1,20,300,20270004,20663327
"dgp1",4,3,2,20,300,20270004,20663328
"dgp1",4,3,3,20,300,20270004,20663329
"dgp1",4,3,4,20,300,20270004,20663330
"dgp1",4,3,5,20,300,20270004,20663331
"dgp1",4,3,6,20,300,20270004,20663332
"dgp1",4,3,7,20,300,20270004,20663333
"dgp1",4,3,8,20,300,20270004,20663334
"dgp1",4,3,9,20,300,20270004,20663335
"dgp1",4,3,10,20,300,20270004,20663336
"dgp1",4,3,11,20,300,20270004,20663337
"dgp1",4,3,12,20,300,20270004,20663338
"dgp1",4,3,13,20,300,20270004,20663339
"dgp1",4,3,14,20,300,20270004,20663340
"dgp1",4,3,15,20,300,20270004,20663341
"dgp1",4,3,16,20,300,20270004,20663342
"dgp1",4,3,17,20,300,20270004,20663343
"dgp1",4,3,18,20,300,20270004,20663344
"dgp1",4,3,19,20,300,20270004,20663345
"dgp1",4,3,20,20,300,20270004,20663346
"dgp1",4,3,21,20,300,20270004,20663347
"dgp1",4,3,22,20,300,20270004,20663348
"dgp1",4,3,23,20,300,20270004,20663349
"dgp1",4,3,24,20,300,20270004,20663350
"dgp1",4,3,25,20,300,20270004,20663351
"dgp1",4,3,26,20,300,20270004,20663352
"dgp1",4,3,27,20,300,20270004,20663353
"dgp1",4,3,28,20,300,20270004,20663354
"dgp1",4,3,29,20,300,20270004,20663355
"dgp1",4,3,30,20,300,20270004,20663356
"dgp1",4,3,31,20,300,20270004,20663357
"dgp1",4,3,32,20,300,20270004,20663358
"dgp1",4,3,33,20,300,20270004,20663359
"dgp1",4,3,34,20,300,20270004,20663360
"dgp1",4,3,35,20,300,20270004,20663361
"dgp1",4,3,36,20,300,20270004,20663362
"dgp1",4,3,37,20,300,20270004,20663363
"dgp1",4,3,38,20,300,20270004,20663364
"dgp1",4,3,39,20,300,20270004,20663365
"dgp1",4,3,40,20,300,20270004,20663366
"dgp1",4,3,41,20,300,20270004,20663367
"dgp1",4,3,42,20,300,20270004,20663368
"dgp1",4,3,43,20,300,20270004,20663369
"dgp1",4,3,44,20,300,20270004,20663370
"dgp1",4,3,45,20,300,20270004,20663371
"dgp1",4,3,46,20,300,20270004,20663372
"dgp1",4,3,47,20,300,20270004,20663373
"dgp1",4,3,48,20,300,20270004,20663374
"dgp1",4,3,49,20,300,20270004,20663375
"dgp1",4,3,50,20,300,20270004,20663376
"dgp1",4,3,51,20,300,20270004,20663377
"dgp1",4,3,52,20,300,20270004,20663378
"dgp1",4,3,53,20,300,20270004,20663379
"dgp1",4,3,54,20,300,20270004,20663380
"dgp1",4,3,55,20,300,20270004,20663381
"dgp1",4,3,56,20,300,20270004,20663382
"dgp1",4,3,57,20,300,20270004,20663383
"dgp1",4,3,58,20,300,20270004,20663384
"dgp1",4,3,59,20,300,20270004,20663385
"dgp1",4,3,60,20,300,20270004,20663386
"dgp1",4,3,61,20,300,20270004,20663387
"dgp1",4,3,62,20,300,20270004,20663388
"dgp1",4,3,63,20,300,20270004,20663389
"dgp1",4,3,64,20,300,20270004,20663390
"dgp1",4,3,65,20,300,20270004,20663391
"dgp1",4,3,66,20,300,20270004,20663392
"dgp1",4,3,67,20,300,20270004,20663393
"dgp1",4,3,68,20,300,20270004,20663394
"dgp1",4,3,69,20,300,20270004,20663395
"dgp1",4,3,70,20,300,20270004,20663396
"dgp1",4,3,71,20,300,20270004,20663397
"dgp1",4,3,72,20,300,20270004,20663398
"dgp1",4,3,73,20,300,20270004,20663399
"dgp1",4,3,74,20,300,20270004,20663400
"dgp1",4,3,75,20,300,20270004,20663401
"dgp1",4,3,76,20,300,20270004,20663402
"dgp1",4,3,77,20,300,20270004,20663403
"dgp1",4,3,78,20,300,20270004,20663404
"dgp1",4,3,79,20,300,20270004,20663405
"dgp1",4,3,80,20,300,20270004,20663406
"dgp1",4,3,81,20,300,20270004,20663407
"dgp1",4,3,82,20,300,20270004,20663408
"dgp1",4,3,83,20,300,20270004,20663409
"dgp1",4,3,84,20,300,20270004,20663410
"dgp1",4,3,85,20,300,20270004,20663411
"dgp1",4,3,86,20,300,20270004,20663412
"dgp1",4,3,87,20,300,20270004,20663413
"dgp1",4,3,88,20,300,20270004,20663414
"dgp1",4,3,89,20,300,20270004,20663415
"dgp1",4,3,90,20,300,20270004,20663416
"dgp1",4,3,91,20,300,20270004,20663417
"dgp1",4,3,92,20,300,20270004,20663418
"dgp1",4,3,93,20,300,20270004,20663419
"dgp1",4,3,94,20,300,20270004,20663420
"dgp1",4,3,95,20,300,20270004,20663421
"dgp1",4,3,96,20,300,20270004,20663422
"dgp1",4,3,97,20,300,20270004,20663423
"dgp1",4,3,98,20,300,20270004,20663424
"dgp1",4,3,99,20,300,20270004,20663425
"dgp1",4,3,100,20,300,20270004,20663426
"dgp1",4,4,1,20,500,20270004,20664327
"dgp1",4,4,2,20,500,20270004,20664328
"dgp1",4,4,3,20,500,20270004,20664329
"dgp1",4,4,4,20,500,20270004,20664330
"dgp1",4,4,5,20,500,20270004,20664331
"dgp1",4,4,6,20,500,20270004,20664332
"dgp1",4,4,7,20,500,20270004,20664333
"dgp1",4,4,8,20,500,20270004,20664334
"dgp1",4,4,9,20,500,20270004,20664335
"dgp1",4,4,10,20,500,20270004,20664336
"dgp1",4,4,11,20,500,20270004,20664337
"dgp1",4,4,12,20,500,20270004,20664338
"dgp1",4,4,13,20,500,20270004,20664339
"dgp1",4,4,14,20,500,20270004,20664340
"dgp1",4,4,15,20,500,20270004,20664341
"dgp1",4,4,16,20,500,20270004,20664342
"dgp1",4,4,17,20,500,20270004,20664343
"dgp1",4,4,18,20,500,20270004,20664344
"dgp1",4,4,19,20,500,20270004,20664345
"dgp1",4,4,20,20,500,20270004,20664346
"dgp1",4,4,21,20,500,20270004,20664347
"dgp1",4,4,22,20,500,20270004,20664348
"dgp1",4,4,23,20,500,20270004,20664349
"dgp1",4,4,24,20,500,20270004,20664350
"dgp1",4,4,25,20,500,20270004,20664351
"dgp1",4,4,26,20,500,20270004,20664352
"dgp1",4,4,27,20,500,20270004,20664353
"dgp1",4,4,28,20,500,20270004,20664354
"dgp1",4,4,29,20,500,20270004,20664355
"dgp1",4,4,30,20,500,20270004,20664356
"dgp1",4,4,31,20,500,20270004,20664357
"dgp1",4,4,32,20,500,20270004,20664358
"dgp1",4,4,33,20,500,20270004,20664359
"dgp1",4,4,34,20,500,20270004,20664360
"dgp1",4,4,35,20,500,20270004,20664361
"dgp1",4,4,36,20,500,20270004,20664362
"dgp1",4,4,37,20,500,20270004,20664363
"dgp1",4,4,38,20,500,20270004,20664364
"dgp1",4,4,39,20,500,20270004,20664365
"dgp1",4,4,40,20,500,20270004,20664366
"dgp1",4,4,41,20,500,20270004,20664367
"dgp1",4,4,42,20,500,20270004,20664368
"dgp1",4,4,43,20,500,20270004,20664369
"dgp1",4,4,44,20,500,20270004,20664370
"dgp1",4,4,45,20,500,20270004,20664371
"dgp1",4,4,46,20,500,20270004,20664372
"dgp1",4,4,47,20,500,20270004,20664373
"dgp1",4,4,48,20,500,20270004,20664374
"dgp1",4,4,49,20,500,20270004,20664375
"dgp1",4,4,50,20,500,20270004,20664376
"dgp1",4,4,51,20,500,20270004,20664377
"dgp1",4,4,52,20,500,20270004,20664378
"dgp1",4,4,53,20,500,20270004,20664379
"dgp1",4,4,54,20,500,20270004,20664380
"dgp1",4,4,55,20,500,20270004,20664381
"dgp1",4,4,56,20,500,20270004,20664382
"dgp1",4,4,57,20,500,20270004,20664383
"dgp1",4,4,58,20,500,20270004,20664384
"dgp1",4,4,59,20,500,20270004,20664385
"dgp1",4,4,60,20,500,20270004,20664386
"dgp1",4,4,61,20,500,20270004,20664387
"dgp1",4,4,62,20,500,20270004,20664388
"dgp1",4,4,63,20,500,20270004,20664389
"dgp1",4,4,64,20,500,20270004,20664390
"dgp1",4,4,65,20,500,20270004,20664391
"dgp1",4,4,66,20,500,20270004,20664392
"dgp1",4,4,67,20,500,20270004,20664393
"dgp1",4,4,68,20,500,20270004,20664394
"dgp1",4,4,69,20,500,20270004,20664395
"dgp1",4,4,70,20,500,20270004,20664396
"dgp1",4,4,71,20,500,20270004,20664397
"dgp1",4,4,72,20,500,20270004,20664398
"dgp1",4,4,73,20,500,20270004,20664399
"dgp1",4,4,74,20,500,20270004,20664400
"dgp1",4,4,75,20,500,20270004,20664401
"dgp1",4,4,76,20,500,20270004,20664402
"dgp1",4,4,77,20,500,20270004,20664403
"dgp1",4,4,78,20,500,20270004,20664404
"dgp1",4,4,79,20,500,20270004,20664405
"dgp1",4,4,80,20,500,20270004,20664406
"dgp1",4,4,81,20,500,20270004,20664407
"dgp1",4,4,82,20,500,20270004,20664408
"dgp1",4,4,83,20,500,20270004,20664409
"dgp1",4,4,84,20,500,20270004,20664410
"dgp1",4,4,85,20,500,20270004,20664411
"dgp1",4,4,86,20,500,20270004,20664412
"dgp1",4,4,87,20,500,20270004,20664413
"dgp1",4,4,88,20,500,20270004,20664414
"dgp1",4,4,89,20,500,20270004,20664415
"dgp1",4,4,90,20,500,20270004,20664416
"dgp1",4,4,91,20,500,20270004,20664417
"dgp1",4,4,92,20,500,20270004,20664418
"dgp1",4,4,93,20,500,20270004,20664419
"dgp1",4,4,94,20,500,20270004,20664420
"dgp1",4,4,95,20,500,20270004,20664421
"dgp1",4,4,96,20,500,20270004,20664422
"dgp1",4,4,97,20,500,20270004,20664423
"dgp1",4,4,98,20,500,20270004,20664424
"dgp1",4,4,99,20,500,20270004,20664425
"dgp1",4,4,100,20,500,20270004,20664426
"dgp1",4,5,1,20,1000,20270004,20665327
"dgp1",4,5,2,20,1000,20270004,20665328
"dgp1",4,5,3,20,1000,20270004,20665329
"dgp1",4,5,4,20,1000,20270004,20665330
"dgp1",4,5,5,20,1000,20270004,20665331
"dgp1",4,5,6,20,1000,20270004,20665332
"dgp1",4,5,7,20,1000,20270004,20665333
"dgp1",4,5,8,20,1000,20270004,20665334
"dgp1",4,5,9,20,1000,20270004,20665335
"dgp1",4,5,10,20,1000,20270004,20665336
"dgp1",4,5,11,20,1000,20270004,20665337
"dgp1",4,5,12,20,1000,20270004,20665338
"dgp1",4,5,13,20,1000,20270004,20665339
"dgp1",4,5,14,20,1000,20270004,20665340
"dgp1",4,5,15,20,1000,20270004,20665341
"dgp1",4,5,16,20,1000,20270004,20665342
"dgp1",4,5,17,20,1000,20270004,20665343
"dgp1",4,5,18,20,1000,20270004,20665344
"dgp1",4,5,19,20,1000,20270004,20665345
"dgp1",4,5,20,20,1000,20270004,20665346
"dgp1",4,5,21,20,1000,20270004,20665347
"dgp1",4,5,22,20,1000,20270004,20665348
"dgp1",4,5,23,20,1000,20270004,20665349
