"tuning","family","solver","dgp","d","T_sample","nrep_eff","frob_mean","frob_median","frob_sd","frob_sq_mean","frob_sq_median","frob_sq_sd","msfe_mean","msfe_median","msfe_sd","rmfe_mean","rmfe_median","rmfe_sd","hamming_mean","hamming_median","hamming_sd","precision_mean","precision_median","precision_sd","recall_mean","recall_median","recall_sd","F1_mean","F1_median","F1_sd","TP_mean","TP_median","TP_sd","FP_mean","FP_median","FP_sd","FN_mean","FN_median","FN_sd","TN_mean","TN_median","TN_sd","support_true_mean","support_true_median","support_true_sd","support_hat_mean","support_hat_median","support_hat_sd","off_hamming_mean","off_hamming_median","off_hamming_sd","off_precision_mean","off_precision_median","off_precision_sd","off_recall_mean","off_recall_median","off_recall_sd","off_F1_mean","off_F1_median","off_F1_sd","off_TP_mean","off_TP_median","off_TP_sd","off_FP_mean","off_FP_median","off_FP_sd","off_FN_mean","off_FN_median","off_FN_sd","off_TN_mean","off_TN_median","off_TN_sd","support_true_offdiag_mean","support_true_offdiag_median","support_true_offdiag_sd","support_hat_offdiag_mean","support_hat_offdiag_median","support_hat_offdiag_sd","rho_true_mean","rho_true_median","rho_true_sd","rho_hat_mean","rho_hat_median","rho_hat_sd","runtime_seconds_mean","runtime_seconds_median","runtime_seconds_sd","objective_mean","objective_median","objective_sd","objective_gap_mean","objective_gap_median","objective_gap_sd","kkt_max_mean","kkt_max_median","kkt_max_sd","n_solver_zeroed_mean","n_solver_zeroed_median","n_solver_zeroed_sd","max_solver_zeroed_abs_mean","max_solver_zeroed_abs_median","max_solver_zeroed_abs_sd","B_diff_to_fista_mean","B_diff_to_fista_median","B_diff_to_fista_sd","Phi_diff_to_fista_mean","Phi_diff_to_fista_median","Phi_diff_to_fista_sd","reference_tuning_seconds_mean","reference_tuning_seconds_median","reference_tuning_seconds_sd","reference_pilot_seconds_mean","reference_pilot_seconds_median","reference_pilot_seconds_sd","admm_convergence_rate","rank_frob","rank_rmfe","rank_hamming","rank_F1"
"cv","adaptive","admm","dgp1",15,300,100,0.371496804773399,0.37247410536341,0.0457032676499517,0.140077776743989,0.138745598824595,0.0341496531977388,15.0976474811847,15.1325917278589,0.550071889865449,3.88492943004032,3.8900631966089,0.0708591203779679,0.0220888888888889,0.0177777777777778,0.0162957453227948,0.882193613910066,0.897435897435897,0.0725762398884836,1,1,0,0.935776660155484,0.945945945945946,0.0428584958887618,35,35,0,4.97,4,3.66654269762884,0,0,0,185.03,186,3.66654269762884,35,35,0,39.97,39,3.66654269762884,0.0236666666666667,0.019047619047619,0.0174597271315659,0.815671951247286,0.833333333333333,0.103175554894736,1,1,0,0.89477688234017,0.909090909090909,0.0660357502636981,20,20,0,4.97,4,3.66654269762884,0,0,0,185.03,186,3.66654269762884,20,20,0,24.97,24,3.66654269762884,0.66128703903372,0.66128703903372,0,0.633370967718853,0.640154647534446,0.0405080744188696,0.00930000000000056,0.00999999999999801,0.00912926253009811,11.5088231685909,11.5317723875168,0.238962892985911,7.87281351222191e-14,6.3948846218409e-14,5.58768657888464e-14,3.16451506781555e-07,2.96890452877866e-07,1.33897019802552e-07,185.03,186,3.66654269762884,4.3067676495293e-07,4.19457818923988e-07,8.23402660640867e-08,2.66441204546557e-07,2.57983423853595e-07,8.93046217155217e-08,2.64558274507863e-07,2.53285572428489e-07,8.66058384898778e-08,1.1484,1.15,0.13775780239686,0.00179999999999986,0,0.00557411042864263,1,3,2,2,2
"cv","adaptive","fista","dgp1",15,300,100,0.371496803427737,0.372474090648862,0.0457032605494298,0.140077775101627,0.138745587767352,0.0341496473036431,15.0976474738673,15.1325916216525,0.550071885403311,3.88492942910911,3.89006318295834,0.0708591197927315,0.0220888888888889,0.0177777777777778,0.0162957453227948,0.882193613910066,0.897435897435897,0.0725762398884836,1,1,0,0.935776660155484,0.945945945945946,0.0428584958887618,35,35,0,4.97,4,3.66654269762884,0,0,0,185.03,186,3.66654269762884,35,35,0,39.97,39,3.66654269762884,0.0236666666666667,0.019047619047619,0.0174597271315659,0.815671951247286,0.833333333333333,0.103175554894736,1,1,0,0.89477688234017,0.909090909090909,0.0660357502636981,20,20,0,4.97,4,3.66654269762884,0,0,0,185.03,186,3.66654269762884,20,20,0,24.97,24,3.66654269762884,0.66128703903372,0.66128703903372,0,0.633370951010858,0.640154652366992,0.040508065884084,9.99999999999801e-05,0,0.000999999999999801,11.5088231685909,11.5317723875167,0.238962892985922,1.24344978758018e-16,0,5.20807698411301e-16,2.77200241627314e-08,2.26456891692751e-08,1.72002857240746e-08,0,0,0,0,0,0,0,0,0,0,0,0,1.1484,1.15,0.13775780239686,0.00179999999999986,0,0.00557411042864263,NA,1.5,2,2,2
"cv","adaptive","glmnet","dgp1",15,500,100,0.270189057547412,0.267420562816588,0.0305994852062748,0.073929092028299,0.0715137574238182,0.0168351860152084,15.0762602585067,15.0543239874827,0.559731444865089,3.88215493832022,3.87999015477749,0.0720079497754968,0.0150222222222222,0.00888888888888889,0.0133972281241922,0.916968669926615,0.945945945945946,0.0651818931524391,1,1,0,0.955441248835222,0.972222222222222,0.0370285484992638,35,35,0,3.38,2,3.01437632794325,0,0,0,186.62,188,3.01437632794325,35,35,0,38.38,37,3.01437632794325,0.0160952380952381,0.00952380952380952,0.014354172990206,0.867623725357536,0.909090909090909,0.0969828699980262,1,1,0,0.926106537627958,0.952380952380952,0.0587815372342129,20,20,0,3.38,2,3.01437632794325,0,0,0,186.62,188,3.01437632794325,20,20,0,23.38,22,3.01437632794325,0.66128703903372,0.66128703903372,0,0.642085084812915,0.642927684067585,0.0277401102717002,0.0517,0.0499999999999972,0.0186977554964778,11.4505181196965,11.4542414679227,0.187060827617815,3.5349501104065e-15,1.77635683940025e-15,7.4791103021192e-15,7.81585011383511e-08,5.70784947952208e-08,6.32247486508485e-08,0,0,0,0,0,0,7.02037294172933e-08,5.83559657875594e-08,4.26899103872472e-08,7.28295149414979e-08,6.02186042215682e-08,4.47576554399884e-08,1.2317,1.25,0.124040193876701,0.000800000000000054,0,0.00367354726319839,NA,2,2,2,2
"cv","adaptive","admm","dgp1",15,500,100,0.27018905501913,0.267420550931526,0.0305994863036494,0.0739290907285575,0.0715137510672477,0.0168351859760956,15.0762602605265,15.0543240044067,0.559731443054215,3.88215493858438,3.87999015695915,0.0720079495569064,0.0150222222222222,0.00888888888888889,0.0133972281241922,0.916968669926615,0.945945945945946,0.0651818931524391,1,1,0,0.955441248835222,0.972222222222222,0.0370285484992638,35,35,0,3.38,2,3.01437632794325,0,0,0,186.62,188,3.01437632794325,35,35,0,38.38,37,3.01437632794325,0.0160952380952381,0.00952380952380952,0.014354172990206,0.867623725357536,0.909090909090909,0.0969828699980262,1,1,0,0.926106537627958,0.952380952380952,0.0587815372342129,20,20,0,3.38,2,3.01437632794325,0,0,0,186.62,188,3.01437632794325,20,20,0,23.38,22,3.01437632794325,0.66128703903372,0.66128703903372,0,0.642085101735212,0.642927677308447,0.0277401016053482,0.00729999999999997,0,0.00839131344988077,11.4505181196965,11.4542414679227,0.187060827617798,6.4055427628773e-14,4.88498130835069e-14,4.94183609152738e-14,2.80452702429831e-07,2.63936645981121e-07,1.112470865591e-07,186.62,188,3.01437632794325,4.18250235280353e-07,4.01310842855243e-07,7.73719397655354e-08,2.40790940978815e-07,2.22349368097976e-07,8.22821235561136e-08,2.39014314802698e-07,2.23670922366205e-07,7.88091352207627e-08,1.2317,1.25,0.124040193876701,0.000800000000000054,0,0.00367354726319839,1,1,2,2,2
"cv","adaptive","fista","dgp1",15,500,100,0.270189059921826,0.267420572599641,0.0305994846718764,0.0739290932790025,0.0715137626561451,0.016835185602387,15.0762602631768,15.0543239900428,0.559731444856185,3.88215493892221,3.87999015510751,0.0720079497479259,0.0150222222222222,0.00888888888888889,0.0133972281241922,0.916968669926615,0.945945945945946,0.0651818931524391,1,1,0,0.955441248835222,0.972222222222222,0.0370285484992638,35,35,0,3.38,2,3.01437632794325,0,0,0,186.62,188,3.01437632794325,35,35,0,38.38,37,3.01437632794325,0.0160952380952381,0.00952380952380952,0.014354172990206,0.867623725357536,0.909090909090909,0.0969828699980262,1,1,0,0.926106537627958,0.952380952380952,0.0587815372342129,20,20,0,3.38,2,3.01437632794325,0,0,0,186.62,188,3.01437632794325,20,20,0,23.38,22,3.01437632794325,0.66128703903372,0.66128703903372,0,0.642085082728292,0.642927680551933,0.0277401106786237,0.000899999999999821,0,0.00378593889719943,11.4505181196965,11.4542414679227,0.187060827617815,7.99360577730113e-16,0,3.84048283944107e-15,3.10253812597892e-08,2.64923647477029e-08,2.44737106288371e-08,0,0,0,0,0,0,0,0,0,0,0,0,1.2317,1.25,0.124040193876701,0.000800000000000054,0,0.00367354726319839,NA,3,2,2,2
"cv","adaptive","glmnet","dgp1",15,1000,100,0.180354076621358,0.179667558345307,0.0207449527077053,0.032953642486159,0.0322816576298734,0.0075457372353851,15.0400653617256,14.9729721718171,0.624997249553674,3.87732355776545,3.8694917662344,0.0805748922133952,0.00777777777777778,0.00444444444444444,0.0080496030486325,0.954481318071935,0.972222222222222,0.0432251692625837,1,1,0,0.976196432176928,0.985915492957746,0.0235042733652488,35,35,0,1.75,1,1.81116068594231,0,0,0,188.25,189,1.81116068594231,35,35,0,36.75,36,1.81116068594231,0.00833333333333333,0.00476190476190476,0.0086245746949634,0.925073527220792,0.952380952380952,0.0678090302813531,1,1,0,0.959735659679003,0.975609756097561,0.0385869725354514,20,20,0,1.75,1,1.81116068594231,0,0,0,188.25,189,1.81116068594231,20,20,0,21.75,21,1.81116068594231,0.66128703903372,0.66128703903372,0,0.648162425117923,0.648961226458148,0.0160782547535995,0.0601000000000003,0.0600000000000023,0.0213435108298863,11.3893704114921,11.4036289849694,0.114660552696025,1.61648472385423e-15,0,3.54458517314219e-15,5.37051147927843e-08,4.01498496173802e-08,4.44548972831247e-08,0,0,0,0,0,0,4.93949889616806e-08,4.3552770665561e-08,2.53116008314975e-08,5.14417032914769e-08,4.52718480823939e-08,2.64213441851856e-08,1.9001,1.775,0.313193053704722,0.000200000000000031,0,0.00200000000000031,NA,3,2,2,2
"cv","adaptive","admm","dgp1",15,1000,100,0.180354060072191,0.179667553462324,0.0207449582017574,0.0329536367424084,0.0322816557831083,0.0075457380449775,15.0400653590701,14.9729721622959,0.624997248972482,3.87732355742488,3.86949176500491,0.0805748921222318,0.00777777777777778,0.00444444444444444,0.0080496030486325,0.954481318071935,0.972222222222222,0.0432251692625837,1,1,0,0.976196432176928,0.985915492957746,0.0235042733652488,35,35,0,1.75,1,1.81116068594231,0,0,0,188.25,189,1.81116068594231,35,35,0,36.75,36,1.81116068594231,0.00833333333333333,0.00476190476190476,0.0086245746949634,0.925073527220792,0.952380952380952,0.0678090302813531,1,1,0,0.959735659679003,0.975609756097561,0.0385869725354514,20,20,0,1.75,1,1.81116068594231,0,0,0,188.25,189,1.81116068594231,20,20,0,21.75,21,1.81116068594231,0.66128703903372,0.66128703903372,0,0.648162459427818,0.648961248855256,0.0160782424424287,0.00879999999999995,0.00999999999999801,0.00832181021488331,11.3893704114921,11.4036289849694,0.114660552696014,6.32915941878309e-14,5.24025267623074e-14,4.36226274206684e-14,2.7754060269244e-07,2.64766162113427e-07,1.04802358820712e-07,188.25,189,1.81116068594231,3.97172489268206e-07,3.75166721152563e-07,7.55753583420534e-08,2.36369953146509e-07,2.26602460247932e-07,6.89618561177262e-08,2.35122921366121e-07,2.26273292664295e-07,6.88193459369456e-08,1.9001,1.775,0.313193053704722,0.000200000000000031,0,0.00200000000000031,1,1.5,2,2,2
"cv","adaptive","fista","dgp1",15,1000,100,0.18035407887213,0.179667554633469,0.020744953609373,0.0329536433350668,0.0322816562978451,0.00754573747868691,15.040065360087,14.9729721742249,0.624997250269805,3.87732355755223,3.86949176654639,0.0805748923062472,0.00777777777777778,0.00444444444444444,0.0080496030486325,0.954481318071935,0.972222222222222,0.0432251692625837,1,1,0,0.976196432176928,0.985915492957746,0.0235042733652488,35,35,0,1.75,1,1.81116068594231,0,0,0,188.25,189,1.81116068594231,35,35,0,36.75,36,1.81116068594231,0.00833333333333333,0.00476190476190476,0.0086245746949634,0.925073527220792,0.952380952380952,0.0678090302813531,1,1,0,0.959735659679003,0.975609756097561,0.0385869725354514,20,20,0,1.75,1,1.81116068594231,0,0,0,188.25,189,1.81116068594231,20,20,0,21.75,21,1.81116068594231,0.66128703903372,0.66128703903372,0,0.648162423802506,0.648961228796603,0.0160782544317486,9.99999999999801e-05,0,0.000999999999999801,11.3893704114921,11.4036289849694,0.114660552696026,3.19744231092045e-16,0,8.88357831563323e-16,2.12992214553488e-08,1.84005323080884e-08,1.24263157584435e-08,0,0,0,0,0,0,0,0,0,0,0,0,1.9001,1.775,0.313193053704722,0.000200000000000031,0,0.00200000000000031,NA,1.5,2,2,2
"cv","adaptive","glmnet","dgp1",15,2000,100,0.125326057946818,0.126321430072689,0.0151306723793182,0.015933268674673,0.0159571098587705,0.00381549447526287,15.0478521361373,15.0730653659988,0.585068700546887,3.87843224401624,3.88240439993914,0.0753139202151106,0.00604444444444444,0.00444444444444444,0.00756782525232691,0.964558186921757,0.972222222222222,0.0423878892730514,1,1,0,0.981476119023145,0.985915492957746,0.0226332376246089,35,35,0,1.36,1,1.70276068177355,0,0,0,188.64,189,1.70276068177355,35,35,0,36.36,36,1.70276068177355,0.00647619047619048,0.00476190476190476,0.00810838419892169,0.941662091531657,0.952380952380952,0.0678662797371215,1,1,0,0.968651869078143,0.975609756097561,0.0376836029010269,20,20,0,1.36,1,1.70276068177355,0,0,0,188.64,189,1.70276068177355,20,20,0,21.36,21,1.70276068177355,0.66128703903372,0.66128703903372,0,0.656167051799028,0.655115707883272,0.0104230530669093,0.0757000000000008,0.0700000000000074,0.0311806401992057,11.3375443819392,11.3325055977403,0.0827169881554822,7.63833440942108e-16,0,1.26882375056925e-15,3.92574293875318e-08,3.49411867503827e-08,2.30507907460151e-08,0,0,0,0,0,0,4.07722011529319e-08,3.86539387988808e-08,1.36273090139982e-08,4.23031895145221e-08,4.03199631842878e-08,1.4779978981132e-08,2.61,2.61,0.106401184773536,0.000599999999999952,0,0.00312047652408613,NA,2,2,2,2
"cv","adaptive","admm","dgp1",15,2000,100,0.125326047071936,0.126321399266417,0.0151306775273156,0.0159332661030883,0.0159571020721975,0.00381549509305015,15.0478521256762,15.0730653745652,0.58506870446115,3.87843224265785,3.88240440104329,0.0753139207233235,0.00604444444444444,0.00444444444444444,0.00756782525232691,0.964558186921757,0.972222222222222,0.0423878892730514,1,1,0,0.981476119023145,0.985915492957746,0.0226332376246089,35,35,0,1.36,1,1.70276068177355,0,0,0,188.64,189,1.70276068177355,35,35,0,36.36,36,1.70276068177355,0.00647619047619048,0.00476190476190476,0.00810838419892169,0.941662091531657,0.952380952380952,0.0678662797371215,1,1,0,0.968651869078143,0.975609756097561,0.0376836029010269,20,20,0,1.36,1,1.70276068177355,0,0,0,188.64,189,1.70276068177355,20,20,0,21.36,21,1.70276068177355,0.66128703903372,0.66128703903372,0,0.656167098903408,0.655115782859856,0.0104230464938489,0.00809999999999974,0.00999999999999446,0.00825049738323157,11.3375443819393,11.3325055977404,0.0827169881554812,5.84776671530562e-14,5.32907051820075e-14,2.54450610854768e-14,2.55135650483532e-07,2.42367905157869e-07,7.35897962678912e-08,188.64,189,1.70276068177355,3.8112436968932e-07,3.7459146032819e-07,6.6035223341348e-08,2.28672853817017e-07,2.24453929993755e-07,4.97114106183193e-08,2.28195078180326e-07,2.23945624383279e-07,4.85826802549474e-08,2.61,2.61,0.106401184773536,0.000599999999999952,0,0.00312047652408613,1,1,2,2,2
"cv","adaptive","fista","dgp1",15,2000,100,0.125326059078034,0.1263214452388,0.0151306726440585,0.0159332689661458,0.0159571136881943,0.00381549455974775,15.0478521349208,15.0730653625811,0.585068700451133,3.87843224385967,3.88240439949867,0.0753139202023714,0.00604444444444444,0.00444444444444444,0.00756782525232691,0.964558186921757,0.972222222222222,0.0423878892730514,1,1,0,0.981476119023145,0.985915492957746,0.0226332376246089,35,35,0,1.36,1,1.70276068177355,0,0,0,188.64,189,1.70276068177355,35,35,0,36.36,36,1.70276068177355,0.00647619047619048,0.00476190476190476,0.00810838419892169,0.941662091531657,0.952380952380952,0.0678662797371215,1,1,0,0.968651869078143,0.975609756097561,0.0376836029010269,20,20,0,1.36,1,1.70276068177355,0,0,0,188.64,189,1.70276068177355,20,20,0,21.36,21,1.70276068177355,0.66128703903372,0.66128703903372,0,0.656167050425684,0.655115706746786,0.0104230531349559,0.000899999999999963,0,0.00350900716914798,11.3375443819392,11.3325055977403,0.0827169881554824,4.08562073062058e-16,0,8.69317439499396e-16,1.86900532379945e-08,1.6188454600771e-08,9.65788382805859e-09,0,0,0,0,0,0,0,0,0,0,0,0,2.61,2.61,0.106401184773536,0.000599999999999952,0,0.00312047652408613,NA,3,2,2,2
"cv","adaptive","glmnet","dgp1",20,100,100,1.31869007443337,1.30542490355188,0.0964833401199754,1.74815945698059,1.70413775265263,0.259377549010147,22.1690787606251,22.1743718047871,0.797024756304683,4.70765124784888,4.70896637598709,0.0846769813088045,0.087275,0.0875,0.0154359829848012,0.804694456437066,0.792778139232271,0.0982159853385217,0.676764705882353,0.691176470588235,0.119196202906467,0.720643771606211,0.730042868729,0.0648151070212667,46.02,47,8.10534179763973,12.93,12,8.98399812011458,21.98,21,8.10534179763973,319.07,320,8.98399812011458,68,68,0,58.95,59,15.9591492393688,0.0918684210526316,0.0921052631578947,0.016248403141896,0.68905470546431,0.679285714285714,0.150229983012908,0.542083333333333,0.5625,0.168861287450828,0.582910285227813,0.607626514611547,0.128286759357001,26.02,27,8.10534179763973,12.93,12,8.98399812011458,21.98,21,8.10534179763973,319.07,320,8.98399812011458,48,48,0,38.95,39,15.9591492393688,0.707496609272667,0.707496609272667,0,0.516832422766524,0.502921282432115,0.087019942035625,0.0726000000000012,0.0699999999999932,0.023424928446577,17.0673651803414,17.1748692223222,0.761548579290189,1.13491438469282e-13,4.08562073062058e-14,2.00229967817545e-13,3.29262902581034e-07,2.50709437571439e-07,2.76378073836042e-07,0,0,0,0,0,0,3.31318793956796e-07,2.3959857988522e-07,2.7122353894163e-07,3.40148842457792e-07,2.49965013267475e-07,2.77886192982761e-07,4.5409,4.53,0.419747627398978,0.00319999999999993,0,0.00694567665835549,NA,2,2,2,2
"cv","adaptive","admm","dgp1",20,100,100,1.3186900876881,1.30542490806723,0.0964833393361016,1.7481594917886,1.70413776431138,0.259377549038068,22.1690788362888,22.1743716930941,0.79702474018503,4.70765125591795,4.70896636413777,0.084676979465757,0.087275,0.0875,0.0154359829848012,0.804694456437066,0.792778139232271,0.0982159853385217,0.676764705882353,0.691176470588235,0.119196202906467,0.720643771606211,0.730042868729,0.0648151070212667,46.02,47,8.10534179763973,12.93,12,8.98399812011458,21.98,21,8.10534179763973,319.07,320,8.98399812011458,68,68,0,58.95,59,15.9591492393688,0.0918684210526316,0.0921052631578947,0.016248403141896,0.68905470546431,0.679285714285714,0.150229983012908,0.542083333333333,0.5625,0.168861287450828,0.582910285227813,0.607626514611547,0.128286759357001,26.02,27,8.10534179763973,12.93,12,8.98399812011458,21.98,21,8.10534179763973,319.07,320,8.98399812011458,48,48,0,38.95,39,15.9591492393688,0.707496609272667,0.707496609272667,0,0.516832397328045,0.502921241811068,0.0870199566689889,0.0571999999999997,0.0600000000000023,0.0117275467824843,17.0673651803415,17.1748692223225,0.761548579290197,2.25401919351498e-13,1.52766688188422e-13,2.582328531751e-13,4.82859437667813e-07,4.27551939804e-07,2.72289588475818e-07,341.05,341,15.9591492393688,4.99146794365826e-07,4.78959025982015e-07,1.09985375353847e-07,4.53307326705901e-07,4.02878261687192e-07,1.91992875778336e-07,4.50017216723004e-07,4.11557810521938e-07,1.84118190955312e-07,4.5409,4.53,0.419747627398978,0.00319999999999993,0,0.00694567665835549,1,2,2,2,2
"cv","adaptive","fista","dgp1",20,100,100,1.31869008710073,1.30542489327031,0.0964833362992518,1.74815948965933,1.70413772573098,0.259377540635443,22.1690787818874,22.1743719051273,0.79702473375952,4.70765125014919,4.70896638663615,0.0846769789482285,0.087275,0.0875,0.0154359829848012,0.804694456437066,0.792778139232271,0.0982159853385217,0.676764705882353,0.691176470588235,0.119196202906467,0.720643771606211,0.730042868729,0.0648151070212667,46.02,47,8.10534179763973,12.93,12,8.98399812011458,21.98,21,8.10534179763973,319.07,320,8.98399812011458,68,68,0,58.95,59,15.9591492393688,0.0918684210526316,0.0921052631578947,0.016248403141896,0.68905470546431,0.679285714285714,0.150229983012908,0.542083333333333,0.5625,0.168861287450828,0.582910285227813,0.607626514611547,0.128286759357001,26.02,27,8.10534179763973,12.93,12,8.98399812011458,21.98,21,8.10534179763973,319.07,320,8.98399812011458,48,48,0,38.95,39,15.9591492393688,0.707496609272667,0.707496609272667,0,0.51683241709031,0.502921242978704,0.0870199420017914,0.00139999999999986,0,0.00471832875736979,17.0673651803413,17.1748692223221,0.761548579290326,3.97903932025656e-15,0,3.39274996817822e-14,5.0141749718125e-08,3.11750628645413e-08,6.54539877465907e-08,0,0,0,0,0,0,0,0,0,0,0,0,4.5409,4.53,0.419747627398978,0.00319999999999993,0,0.00694567665835549,NA,2,2,2,2
"cv","adaptive","glmnet","dgp1",20,200,100,0.845476299896679,0.853549823207397,0.0806081250152205,0.721262866807265,0.728547840193774,0.137483545428197,20.7600894743898,20.7513735995201,0.701797675059029,4.55568363999932,4.55536743360786,0.0767788812002642,0.06565,0.06,0.0231475831580881,0.750702149902969,0.764366883116883,0.0745682275938764,0.941911764705882,0.941176470588235,0.0379919929423831,0.832539779204393,0.840382165605096,0.0461406702012177,64.05,64,2.58345552008205,22.31,20,9.88590977711268,3.95,4,2.58345552008205,309.69,312,9.88590977711268,68,68,0,86.36,84.5,11.0941972274344,0.0691052631578947,0.0631578947368421,0.0243658770085138,0.676920496988367,0.685714285714286,0.0847127680161928,0.917708333333333,0.916666666666667,0.0538219900017094,0.774582668288768,0.783432455395072,0.0572051140047184,44.05,44,2.58345552008205,22.31,20,9.88590977711268,3.95,4,2.58345552008205,309.69,312,9.88590977711268,48,48,0,66.36,64.5,11.0941972274344,0.707496609272667,0.707496609272667,0,0.624413889217929,0.632038066810195,0.0561011898737187,0.0811000000000011,0.0750000000000028,0.0285648296852878,16.5736277447351,16.5332677563193,0.368377374252577,7.99360577730113e-14,3.90798504668055e-14,1.09670973281196e-13,2.84166190294515e-07,2.18904007632387e-07,1.93533969496202e-07,0,0,0,0,0,0,2.77392746227598e-07,2.26203799050397e-07,1.67999314797078e-07,2.86146982116427e-07,2.27700338757787e-07,1.76533213421905e-07,3.0042,2.98,0.230621382838241,0.00149999999999977,0,0.00499999999999941,NA,1,2,2,2
"cv","adaptive","admm","dgp1",20,200,100,0.845476305048269,0.853549848860809,0.080608132903521,0.721262876777363,0.728547883895536,0.137483557105551,20.7600894880209,20.7513735892577,0.701797679655578,4.55568364148762,4.55536743247631,0.0767788816647956,0.06565,0.06,0.0231475831580881,0.750702149902969,0.764366883116883,0.0745682275938764,0.941911764705882,0.941176470588235,0.0379919929423831,0.832539779204393,0.840382165605096,0.0461406702012177,64.05,64,2.58345552008205,22.31,20,9.88590977711268,3.95,4,2.58345552008205,309.69,312,9.88590977711268,68,68,0,86.36,84.5,11.0941972274344,0.0691052631578947,0.0631578947368421,0.0243658770085138,0.676920496988367,0.685714285714286,0.0847127680161928,0.917708333333333,0.916666666666667,0.0538219900017094,0.774582668288768,0.783432455395072,0.0572051140047184,44.05,44,2.58345552008205,22.31,20,9.88590977711268,3.95,4,2.58345552008205,309.69,312,9.88590977711268,48,48,0,66.36,64.5,11.0941972274344,0.707496609272667,0.707496609272667,0,0.624413912745612,0.632038013706283,0.0561011893136619,0.0506999999999989,0.0499999999999972,0.0125734207394382,16.5736277447354,16.5332677563198,0.368377374252532,3.40829586775726e-13,2.70006239588838e-13,2.43500482124762e-13,5.49842294867686e-07,5.35595321976598e-07,2.34632030606234e-07,313.64,315.5,11.0941972274344,5.14375084415698e-07,4.8306771386519e-07,1.15275215213108e-07,5.45035557980472e-07,5.12279111657297e-07,1.82173055035197e-07,5.36050928323891e-07,5.10272211152644e-07,1.75873587041743e-07,3.0042,2.98,0.230621382838241,0.00149999999999977,0,0.00499999999999941,1,3,2,2,2
"cv","adaptive","fista","dgp1",20,200,100,0.845476298547373,0.853549839031922,0.0806081289459475,0.721262865153011,0.728547867151501,0.137483552026983,20.7600894768285,20.7513736142674,0.701797672125353,4.55568364027253,4.55536743522755,0.0767788808667148,0.06565,0.06,0.0231475831580881,0.750702149902969,0.764366883116883,0.0745682275938764,0.941911764705882,0.941176470588235,0.0379919929423831,0.832539779204393,0.840382165605096,0.0461406702012177,64.05,64,2.58345552008205,22.31,20,9.88590977711268,3.95,4,2.58345552008205,309.69,312,9.88590977711268,68,68,0,86.36,84.5,11.0941972274344,0.0691052631578947,0.0631578947368421,0.0243658770085138,0.676920496988367,0.685714285714286,0.0847127680161928,0.917708333333333,0.916666666666667,0.0538219900017094,0.774582668288768,0.783432455395072,0.0572051140047184,44.05,44,2.58345552008205,22.31,20,9.88590977711268,3.95,4,2.58345552008205,309.69,312,9.88590977711268,48,48,0,66.36,64.5,11.0941972274344,0.707496609272667,0.707496609272667,0,0.624413884157135,0.632038041501753,0.0561011866730433,0.000799999999999983,0,0.00338743966363259,16.573627744735,16.5332677563191,0.368377374252613,1.06581410364015e-16,0,1.06581410364015e-15,2.72462886786405e-08,2.1245959581917e-08,1.96937606173944e-08,0,0,0,0,0,0,0,0,0,0,0,0,3.0042,2.98,0.230621382838241,0.00149999999999977,0,0.00499999999999941,NA,2,2,2,2
"cv","adaptive","glmnet","dgp1",20,300,100,0.629182527070166,0.633385226947929,0.0550109289511878,0.398866592651433,0.401179225170399,0.0696122963243234,20.4719841648049,20.4475063166919,0.565481764202313,4.52416960528011,4.52189182908122,0.0625513725393256,0.0487,0.045,0.0171464281994822,0.787214197286336,0.790697674418605,0.0609679529169438,0.989117647058824,0.985294117647059,0.0124748532488539,0.875217174109974,0.880789473684211,0.0372087453579452,67.26,67,0.848290020922066,18.74,18,7.09049726853847,0.74,1,0.848290020922066,313.26,314,7.09049726853847,68,68,0,86,85.5,7.41279265523426,0.0512631578947368,0.0473684210526316,0.0180488717889287,0.723926295227303,0.727272727272727,0.0723195495697933,0.984583333333333,0.979166666666667,0.0176727087692097,0.832037461685171,0.837229437229437,0.0472135923888838,47.26,47,0.848290020922066,18.74,18,7.09049726853847,0.74,1,0.848290020922066,313.26,314,7.09049726853847,48,48,0,66,65.5,7.41279265523426,0.707496609272667,0.707496609272667,0,0.65170377930316,0.65648309204834,0.04049253763601,0.0919999999999996,0.0799999999999983,0.0393122696553457,16.5189853911688,16.4898306582321,0.295880409575389,3.46744855050929e-14,1.77635683940025e-14,5.69853725878635e-14,1.93522221220204e-07,1.56099291697548e-07,1.47374240984155e-07,0,0,0,0,0,0,1.74718138662209e-07,1.48741245988932e-07,1.14043145143579e-07,1.77973920718898e-07,1.50464478477888e-07,1.14462758969199e-07,2.7715,2.755,0.233140071479128,0.00219999999999999,0,0.00578748213776497,NA,2.5,2,2,2
