"snr","tuning","T_sample","method","n_cells","avg_rank_frob","avg_rank_rmfe","avg_rank_hamming","avg_rank_F1","avg_rank_off_hamming","avg_rank_off_F1"
1,"cv",2000,"A-Th",18,1.88888888888889,2.88888888888889,2.5,2.5,2.5,2.5
1,"cv",2000,"A-Ref",18,3.83333333333333,3.38888888888889,3.16666666666667,3.16666666666667,3.16666666666667,3.16666666666667
1,"cv",2000,"A-Rlx",18,2.05555555555556,2.33333333333333,3.16666666666667,3.16666666666667,3.16666666666667,3.16666666666667
1,"cv",2000,"A-Des",18,9.66666666666667,9.61111111111111,10.5,10.5,10.5,10.5
1,"cv",2000,"ScL",18,9.11111111111111,8.38888888888889,5.97222222222222,5.97222222222222,5.97222222222222,5.97222222222222
2,"theory",100,"L",18,4.38888888888889,4.55555555555556,3.47222222222222,3.44444444444444,3.47222222222222,3.38888888888889
2,"theory",100,"L-Th",18,5.83333333333333,5.88888888888889,3.52777777777778,3.91666666666667,3.52777777777778,3.91666666666667
2,"theory",100,"L-Ref",18,1.5,1.44444444444444,3.47222222222222,3.44444444444444,3.47222222222222,3.38888888888889
2,"theory",100,"L-Rlx",18,1.61111111111111,1.61111111111111,3.47222222222222,3.44444444444444,3.47222222222222,3.38888888888889
2,"theory",100,"L-Des",18,6.27777777777778,6,10.5,9,10.5,7.72222222222222
2,"theory",100,"A",18,9.58333333333333,9.75,6.47222222222222,7.19444444444444,6.47222222222222,7.75
2,"theory",100,"A-Th",18,10.5833333333333,10.75,8.05555555555556,8.72222222222222,8.05555555555556,9.83333333333333
2,"theory",100,"A-Ref",18,8.27777777777778,8.16666666666667,6.47222222222222,7.19444444444444,6.47222222222222,7.75
2,"theory",100,"A-Rlx",18,8.27777777777778,8.44444444444444,6.47222222222222,7.19444444444444,6.47222222222222,7.75
2,"theory",100,"A-Des",18,5.5,5.22222222222222,10.5,9,10.5,7.72222222222222
2,"theory",100,"ScL",18,4.16666666666667,4.16666666666667,3.58333333333333,3.44444444444444,3.58333333333333,3.38888888888889
2,"theory",200,"L",18,5.22222222222222,4.94444444444444,4.25,4.13888888888889,4.25,4.13888888888889
2,"theory",200,"L-Th",18,5.61111111111111,6,2.52777777777778,3.05555555555556,2.52777777777778,3.11111111111111
2,"theory",200,"L-Ref",18,1.33333333333333,1.44444444444444,4.25,4.13888888888889,4.25,4.13888888888889
2,"theory",200,"L-Rlx",18,2,1.83333333333333,4.25,4.13888888888889,4.25,4.13888888888889
2,"theory",200,"L-Des",18,5.5,5.38888888888889,10.5,9.61111111111111,10.5,8.16666666666667
