"snr","tuning","d","method","n_cells","avg_rank_frob","avg_rank_rmfe","avg_rank_hamming","avg_rank_F1","avg_rank_off_hamming","avg_rank_off_F1"
2,"cv",15,"L-Rlx",18,6.27777777777778,6.33333333333333,8,8,8,8
2,"cv",15,"L-Des",18,10.6666666666667,10.6666666666667,10.5,10.5,10.5,10.5
2,"cv",15,"A",18,2.61111111111111,2.55555555555556,3.52777777777778,3.52777777777778,3.52777777777778,3.52777777777778
2,"cv",15,"A-Th",18,2.16666666666667,2.33333333333333,2.36111111111111,2.36111111111111,2.36111111111111,2.36111111111111
2,"cv",15,"A-Ref",18,3.83333333333333,3.11111111111111,3.52777777777778,3.52777777777778,3.52777777777778,3.52777777777778
2,"cv",15,"A-Rlx",18,1.55555555555556,2.16666666666667,3.52777777777778,3.52777777777778,3.52777777777778,3.52777777777778
2,"cv",15,"A-Des",18,9.66666666666667,9.66666666666667,10.5,10.5,10.5,10.5
2,"cv",15,"ScL",18,9,9.11111111111111,5.61111111111111,5.61111111111111,5.61111111111111,5.61111111111111
2,"cv",20,"L",18,5.77777777777778,5.66666666666667,8,8,8,8
2,"cv",20,"L-Th",18,4.77777777777778,5.38888888888889,2.27777777777778,2.27777777777778,2.27777777777778,2.27777777777778
2,"cv",20,"L-Ref",18,8.33333333333333,8.44444444444444,8,8,8,8
2,"cv",20,"L-Rlx",18,6.44444444444444,6.11111111111111,8,8,8,8
2,"cv",20,"L-Des",18,10.6111111111111,10.5555555555556,10.5,10.5,10.5,10.5
2,"cv",20,"A",18,2.66666666666667,2.44444444444444,3.75,3.75,3.75,3.75
2,"cv",20,"A-Th",18,2,2.55555555555556,2.33333333333333,2.33333333333333,2.33333333333333,2.33333333333333
